Gene ID,Location,Genome,Strand,Start,End,Length (bp),NR Description,COG ID,COG Type,Gene Name,KO ID,KO Description,Family,Class,ARO Name,ARO Description,Drug_class,Resistance_mechanism
gene0852,Scaffold78,G_bin70,+,3314,4330,1017,hypothetical protein,COG0702,G;M,-,-,-,-,-,-,-,-,-
gene0853,Scaffold78,G_bin70,+,4350,4766,417,-,-,-,-,-,-,-,-,-,-,-,-
gene0854,Scaffold78,G_bin70,-,5314,4763,552,-,-,-,-,-,-,-,-,-,-,-,-
gene0855,Scaffold78,G_bin70,+,5533,5799,267,-,-,-,-,-,-,-,-,-,-,-,-
gene0856,Scaffold78,G_bin70,-,6748,5774,975,hypothetical protein,ENOG410XQ2H,S,-,-,-,-,-,-,-,-,-
gene0857,Scaffold78,G_bin70,-,7932,6748,1185,SMC family ATPase,COG0419,L,"sbcC, rad50",K03546,DNA repair protein SbcC/Rad50,-,-,-,-,-,-
gene0858,Scaffold79,G_bin70,-,537,97,441,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0859,Scaffold79,G_bin70,-,1622,747,876,hypothetical protein,COG1463,Q,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene0860,Scaffold79,G_bin70,-,2395,1649,747,hypothetical protein,COG1127,Q,"mlaF, linL, mkl",K02065,phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein,-,-,bcrA,bcrA is an ABC transporter found in Bacillus licheniformis that confers bacitracin resistance,peptide antibiotic,antibiotic efflux
gene0861,Scaffold79,G_bin70,-,3218,2397,822,hypothetical protein,COG0767,Q,"mlaE, linK",K02066,phospholipid/cholesterol/gamma-HCH transport system permease protein,-,-,-,-,-,-
gene0862,Scaffold79,G_bin70,-,3390,3247,144,-,-,-,-,-,-,-,-,-,-,-,-
gene0863,Scaffold79,G_bin70,-,4022,3561,462,type II 3-dehydroquinate dehydratase,COG0757,E,"aroQ, qutE",K03786,3-dehydroquinate dehydratase II [EC:4.2.1.10],-,-,-,-,-,-
gene0864,Scaffold79,G_bin70,-,5254,4022,1233,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0865,Scaffold79,G_bin70,+,5220,6008,789,-,-,-,-,-,-,-,-,-,-,-,-
gene0866,Scaffold79,G_bin70,+,6112,7947,1836,PpiC-type peptidyl-prolyl cis-trans isomerase,COG0760,O,ppiD,K03770,peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8],-,-,-,-,-,-
gene0867,Scaffold80,G_bin70,+,131,676,546,glycosyltransferase family 2 protein,-,-,-,-,-,-,-,-,-,-,-
gene0868,Scaffold80,G_bin70,-,3206,690,2517,protein kinase,COG0515,T,"prkC, stkP",K12132,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],-,-,-,-,-,-
gene0869,Scaffold80,G_bin70,+,3213,3500,288,-,-,-,-,-,-,-,-,-,-,-,-
gene0870,Scaffold80,G_bin70,+,3662,4666,1005,hypothetical protein,COG5637,S,-,-,-,-,-,-,-,-,-
gene0871,Scaffold80,G_bin70,+,4764,5903,1140,glutathione-dependent formaldehyde dehydrogenase,COG1063,E,-,-,-,-,-,-,-,-,-
gene0872,Scaffold80,G_bin70,-,6714,5998,717,-,-,-,-,-,-,-,-,-,-,-,-
gene0873,Scaffold81,G_bin70,+,98,268,171,-,-,-,-,-,-,-,-,-,-,-,-
gene0874,Scaffold81,G_bin70,+,241,3501,3261,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0875,Scaffold81,G_bin70,+,3548,3661,114,-,-,-,-,-,-,-,-,-,-,-,-
gene0876,Scaffold81,G_bin70,-,4500,3754,747,hypothetical protein,COG0463,M,-,-,-,GT,GT2_Glycos_transf_2,-,-,-,-
gene0877,Scaffold81,G_bin70,-,6638,5517,1122,hypothetical protein,COG0859,M,-,-,-,GT,GT9,-,-,-,-
gene0878,Scaffold81,G_bin70,-,7774,6635,1140,hypothetical protein,COG0859,M,-,-,-,GT,GT9,-,-,-,-
gene0879,Scaffold82,G_bin70,+,31,345,315,-,-,-,-,-,-,-,-,-,-,-,-
gene0880,Scaffold82,G_bin70,+,297,1925,1629,D-aminoacylase,COG3653,Q,E3.5.1.81,K06015,N-acyl-D-amino-acid deacylase [EC:3.5.1.81],-,-,-,-,-,-
gene0881,Scaffold82,G_bin70,+,1922,3190,1269,M20/M25/M40 family metallo-hydrolase,COG2195,E,-,-,-,-,-,-,-,-,-
gene0882,Scaffold82,G_bin70,-,4246,3293,954,hypothetical protein,ENOG41106UI,S,-,-,-,-,-,-,-,-,-
gene0883,Scaffold82,G_bin70,+,4370,4837,468,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0884,Scaffold82,G_bin70,+,4880,5062,183,-,-,-,-,-,-,-,-,-,-,-,-
gene0885,Scaffold82,G_bin70,-,5955,5389,567,hypothetical protein,COG3871,S,-,-,-,-,-,-,-,-,-
gene0886,Scaffold82,G_bin70,+,6181,7314,1134,DUF1343 domain-containing protein,COG3876,S,-,-,-,-,-,-,-,-,-
gene0887,Scaffold83,G_bin70,+,89,670,582,RNA polymerase subunit sigma-70,COG1595,K,-,-,-,-,-,-,-,-,-
gene0888,Scaffold83,G_bin70,+,658,1389,732,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0889,Scaffold83,G_bin70,+,1400,2785,1386,HEAT repeat domain-containing protein,ENOG410YP8K,S,-,-,-,-,-,-,-,-,-
gene0890,Scaffold83,G_bin70,-,2939,2772,168,-,-,-,-,-,-,-,-,-,-,-,-
gene0891,Scaffold83,G_bin70,+,2923,4095,1173,HEAT repeat domain-containing protein,COG1413,C,-,-,-,-,-,-,-,-,-
gene0892,Scaffold83,G_bin70,+,4168,4908,741,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0893,Scaffold83,G_bin70,-,5981,5088,894,RNA polymerase sigma-70 factor (ECF subfamily),ENOG410YIQX,K,-,-,-,-,-,-,-,-,-
gene0894,Scaffold83,G_bin70,-,6934,6005,930,NAD-dependent epimerase/dehydratase family protein,COG0451,M,-,-,-,-,-,-,-,-,-
gene0895,Scaffold83,G_bin70,+,7138,7728,591,dihydrofolate reductase family protein,COG0262,H,-,-,-,-,-,-,-,-,-
gene0896,Scaffold84,G_bin70,+,4,888,885,multicopper oxidase domain-containing protein,COG2132,Q,moxA,K22348,manganese oxidase [EC:1.16.3.3],AA,AA1,-,-,-,-
gene0897,Scaffold84,G_bin70,-,1253,885,369,phosphoribosylglycinamide formyltransferase,ENOG4111WY8,S,-,-,-,-,-,-,-,-,-
gene0898,Scaffold84,G_bin70,+,1222,1353,132,-,-,-,-,-,-,-,-,-,-,-,-
gene0899,Scaffold84,G_bin70,-,2525,1401,1125,-,-,-,-,-,-,-,-,-,-,-,-
gene0900,Scaffold84,G_bin70,-,2923,2522,402,-,-,-,-,-,-,-,-,-,-,-,-
gene0901,Scaffold84,G_bin70,-,3432,3220,213,GNAT family N-acetyltransferase,-,-,-,-,-,-,-,-,-,-,-
gene0902,Scaffold84,G_bin70,-,4798,3584,1215,amidohydrolase,COG1228,Q,-,-,-,-,-,-,-,-,-
gene0903,Scaffold84,G_bin70,-,6324,4933,1392,amidohydrolase,COG1228,Q,-,-,-,-,-,-,-,-,-
gene0904,Scaffold84,G_bin70,-,7640,6321,1320,hypothetical protein,COG1228,Q,-,-,-,-,-,-,-,-,-
gene0905,Scaffold85,G_bin70,-,1697,603,1095,cysteine desulfurase NifS,COG1104,E,"iscS, NFS1",K04487,cysteine desulfurase [EC:2.8.1.7],-,-,-,-,-,-
gene0906,Scaffold85,G_bin70,-,3531,2221,1311,hypothetical protein,ENOG4111GU0,S,-,-,-,-,-,-,-,-,-
gene0907,Scaffold85,G_bin70,-,4328,3528,801,hypothetical protein,COG0842,V,ABC-2.P,K01992,ABC-2 type transport system permease protein,-,-,-,-,-,-
gene0908,Scaffold85,G_bin70,-,5379,4321,1059,hypothetical protein,COG1131,V,ABC-2.A,K01990,ABC-2 type transport system ATP-binding protein,-,-,oleC,oleC is an ABC transporter isolated from Streptomyces antibioticus and is involved in oleandomycin secretion.,macrolide antibiotic,antibiotic efflux
gene0909,Scaffold85,G_bin70,-,6323,5376,948,hypothetical protein,ENOG411101G,S,-,-,-,-,-,-,-,-,-
gene0910,Scaffold85,G_bin70,-,6834,6658,177,-,-,-,-,-,-,-,-,-,-,-,-
gene0911,Scaffold85,G_bin70,-,7696,6923,774,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0912,Scaffold86,G_bin70,+,129,1655,1527,hypothetical protein,ENOG411206Q,S,-,-,-,-,-,-,-,-,-
gene0913,Scaffold86,G_bin70,-,2032,1739,294,-,-,-,-,-,-,-,-,-,-,-,-
gene0914,Scaffold86,G_bin70,-,2498,1998,501,radical SAM protein,COG1533,L,-,-,-,-,-,-,-,-,-
gene0915,Scaffold86,G_bin70,-,3289,2669,621,-,-,-,-,-,-,-,-,-,-,-,-
gene0916,Scaffold86,G_bin70,-,6441,3316,3126,hypothetical protein,COG0515,T,"prkC, stkP",K12132,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],-,-,-,-,-,-
gene0917,Scaffold86,G_bin70,+,6548,7609,1062,XdhC/CoxI family protein,COG1975,O,xdhC,K07402,xanthine dehydrogenase accessory factor,-,-,-,-,-,-
gene0918,Scaffold87,G_bin70,+,758,886,129,-,-,-,-,-,-,-,-,-,-,-,-
gene0919,Scaffold87,G_bin70,+,935,1957,1023,hypothetical protein,ENOG410ZK6Y,S,-,-,-,-,-,-,-,-,-
gene0920,Scaffold87,G_bin70,-,2422,1925,498,hypothetical protein,ENOG411252H,S,-,-,-,-,-,-,-,-,-
gene0921,Scaffold87,G_bin70,-,2840,2433,408,cupin domain-containing protein,COG0662,G,-,-,-,-,-,-,-,-,-
gene0922,Scaffold87,G_bin70,-,3297,2794,504,-,-,-,-,-,-,-,-,-,-,-,-
gene0923,Scaffold87,G_bin70,-,3821,3381,441,DUF4112 domain-containing protein,ENOG41122S9,S,-,-,-,-,-,-,-,-,-
gene0924,Scaffold87,G_bin70,-,3951,3832,120,-,-,-,-,-,-,-,-,-,-,-,-
gene0925,Scaffold87,G_bin70,+,3998,4288,291,hypothetical protein,COG0739,M,-,-,-,-,-,-,-,-,-
gene0926,Scaffold87,G_bin70,-,5084,4434,651,LemA family protein,COG1704,S,lemA,K03744,LemA protein,-,-,-,-,-,-
gene0927,Scaffold87,G_bin70,-,5593,5081,513,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0928,Scaffold87,G_bin70,-,6321,5590,732,hypothetical protein,ENOG41122YV,S,-,-,-,-,-,-,-,-,-
gene0929,Scaffold87,G_bin70,-,7136,6318,819,TPM domain-containing protein,COG1512,S,K06872,K06872,uncharacterized protein,-,-,-,-,-,-
gene0930,Scaffold88,G_bin70,+,9,326,318,phospholipid methyltransferase,ENOG4111URG,S,-,-,-,-,-,-,-,-,-
gene0931,Scaffold88,G_bin70,-,1750,323,1428,hypothetical protein,ENOG410XNMH,T,-,-,-,-,-,vanSF,vanSF is a vanS variant found in the vanF gene cluster,glycopeptide antibiotic,antibiotic target alteration
gene0932,Scaffold88,G_bin70,+,1715,1861,147,-,-,-,-,-,-,-,-,-,-,-,-
gene0933,Scaffold88,G_bin70,-,2492,2076,417,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0934,Scaffold88,G_bin70,-,2872,2489,384,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0935,Scaffold88,G_bin70,-,3381,2869,513,RNA polymerase sigma factor,ENOG410XW25,K,-,-,-,-,-,-,-,-,-
gene0936,Scaffold88,G_bin70,+,3529,3708,180,-,-,-,-,-,-,-,-,-,-,-,-
gene0937,Scaffold88,G_bin70,+,3810,4391,582,hypothetical protein,ENOG4111G3Z,S,-,-,-,-,-,-,-,-,-
gene0938,Scaffold88,G_bin70,-,4949,4395,555,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0939,Scaffold88,G_bin70,-,5293,4946,348,helix-turn-helix transcriptional regulator,ENOG4111UTM,K,-,-,-,-,-,-,-,-,-
gene0940,Scaffold88,G_bin70,+,5485,5895,411,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0941,Scaffold89,G_bin70,+,93,800,708,phosphoribosylformylglycinamidine cyclo-ligase,COG0150,F,purM,K01933,phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1],-,-,-,-,-,-
gene0942,Scaffold89,G_bin70,+,797,1828,1032,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0943,Scaffold89,G_bin70,+,1837,2946,1110,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,COG0117,H,ribD,K11752,diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193],-,-,-,-,-,-
gene0944,Scaffold89,G_bin70,+,2990,3559,570,riboflavin synthase subunit alpha,COG0307,H,"ribE, RIB5",K00793,riboflavin synthase [EC:2.5.1.9],-,-,-,-,-,-
gene0945,Scaffold89,G_bin70,+,3562,4767,1206,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II",COG0108,H,ribBA,K14652,"3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]",-,-,-,-,-,-
gene0946,Scaffold89,G_bin70,-,6595,4844,1752,DNA polymerase/3'-5' exonuclease PolX,COG1796,L,"polX, dpx",K02347,DNA polymerase (family X),-,-,-,-,-,-
gene0947,Scaffold89,G_bin70,+,6669,7247,579,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0948,Scaffold89,G_bin70,-,7516,7253,264,-,-,-,-,-,-,-,-,-,-,-,-
gene0949,Scaffold90,G_bin70,+,1925,2149,225,-,-,-,-,-,-,-,-,-,-,-,-
gene0950,Scaffold90,G_bin70,-,2704,2168,537,cytochrome c3 family protein,ENOG410XW00,C,-,-,-,-,-,-,-,-,-
gene0951,Scaffold90,G_bin70,-,3737,2949,789,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0952,Scaffold90,G_bin70,-,4624,3734,891,hypothetical protein,ENOG410Y5SK,S,-,-,-,-,-,-,-,-,-
gene0953,Scaffold90,G_bin70,-,5838,4621,1218,hypothetical protein,COG0001,H,hemL,K01845,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",-,-,-,-,-,-
gene0954,Scaffold90,G_bin70,-,6619,5873,747,tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ,COG0565,J,trmJ,K15396,tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200],-,-,-,-,-,-
gene0955,Scaffold90,G_bin70,-,7403,6612,792,hypothetical protein,ENOG410ZPA1,S,-,-,-,-,-,-,-,-,-
gene0956,Scaffold91,G_bin70,-,894,283,612,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0957,Scaffold91,G_bin70,-,1411,971,441,hypothetical conserved protein,-,-,-,-,-,-,-,-,-,-,-
gene0958,Scaffold91,G_bin70,-,1692,1465,228,-,-,-,-,-,-,-,-,-,-,-,-
gene0959,Scaffold91,G_bin70,+,1850,2122,273,DUF485 domain-containing protein,ENOG41126YU,S,-,-,-,-,-,-,-,-,-
gene0960,Scaffold91,G_bin70,+,2119,3699,1581,cation/acetate symporter ActP,COG4147,S,actP,K14393,cation/acetate symporter,-,-,-,-,-,-
gene0961,Scaffold91,G_bin70,-,4245,3712,534,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0962,Scaffold91,G_bin70,+,4272,5186,915,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0963,Scaffold91,G_bin70,+,5186,5773,588,hypothetical protein,ENOG4111ZIT,S,-,-,-,-,-,-,-,-,-
gene0964,Scaffold91,G_bin70,-,5985,5866,120,-,-,-,-,-,-,-,-,-,-,-,-
gene0965,Scaffold92,G_bin70,+,51,398,348,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0966,Scaffold92,G_bin70,+,461,1354,894,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0967,Scaffold92,G_bin70,+,1379,2491,1113,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0968,Scaffold92,G_bin70,+,2776,3102,327,hypothetical protein,CoA ester lyase,COG2301,G,mcl,K08691,malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25],-,-,-,-,-
gene0969,Scaffold92,G_bin70,+,3109,4011,903,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0970,Scaffold92,G_bin70,+,4008,5033,1026,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0971,Scaffold92,G_bin70,-,5401,5276,126,-,-,-,-,-,-,-,-,-,-,-,-
gene0972,Scaffold92,G_bin70,+,5405,6301,897,hypothetical protein,COG4972,N;U,pilM,K02662,type IV pilus assembly protein PilM,-,-,-,-,-,-
gene0973,Scaffold92,G_bin70,+,6395,7072,678,PilN domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0974,Scaffold93,G_bin70,+,56,268,213,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0975,Scaffold93,G_bin70,-,563,426,138,-,-,-,-,-,-,-,-,-,-,-,-
gene0976,Scaffold93,G_bin70,+,564,725,162,transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-
gene0977,Scaffold93,G_bin70,+,757,1692,936,arsenite S-adenosylmethyltransferase,ENOG410XSKB,S,AS3MT,K07755,arsenite methyltransferase [EC:2.1.1.137],-,-,-,-,-,-
gene0978,Scaffold93,G_bin70,+,1734,2201,468,GNAT family N-acetyltransferase,ENOG41125G2,E,argA,K00619,amino-acid N-acetyltransferase [EC:2.3.1.1],-,-,-,-,-,-
gene0979,Scaffold93,G_bin70,+,2204,2995,792,metallophosphoesterase,COG0639,T,-,-,-,-,-,-,-,-,-
gene0980,Scaffold93,G_bin70,+,3204,3713,510,clan AA aspartic protease,ENOG4111ND3,S,-,-,-,-,-,-,-,-,-
gene0981,Scaffold93,G_bin70,-,4259,3858,402,hypothetical protein,ENOG4111TRK,S,-,-,-,-,-,-,-,-,-
gene0982,Scaffold93,G_bin70,-,5092,4256,837,aminotransferase class I and II,ENOG410XP71,S,-,-,-,-,-,-,-,-,-
gene0983,Scaffold93,G_bin70,-,6261,5149,1113,O-succinylbenzoate synthase,COG4948,M,menC,K02549,O-succinylbenzoate synthase [EC:4.2.1.113],-,-,-,-,-,-
gene0984,Scaffold93,G_bin70,-,7174,6287,888,hypothetical protein,COG3375,S,-,-,-,-,-,-,-,-,-
gene0985,Scaffold94,G_bin70,-,3584,978,2607,malto-oligosyltrehalose synthase,COG3280,G,"treY, glgY",K06044,(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15],GH,GH13_26,-,-,-,-
gene0986,Scaffold94,G_bin70,-,5668,3566,2103,4-alpha-glucanotransferase,COG1640,G,malQ,K00705,4-alpha-glucanotransferase [EC:2.4.1.25],GH,GH77,-,-,-,-
gene0987,Scaffold94,G_bin70,-,7319,5718,1602,"1,4-alpha-glucan-branching enzyme",COG0296,G,"GBE1, glgB",K00700,"1,4-alpha-glucan branching enzyme [EC:2.4.1.18]",GH,GH13_9,-,-,-,-
gene0988,Scaffold95,G_bin70,+,15,1406,1392,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0989,Scaffold95,G_bin70,-,1686,1414,273,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0990,Scaffold95,G_bin70,-,2289,1753,537,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0991,Scaffold95,G_bin70,-,3177,2299,879,carboxymethylenebutenolidase,COG0412,Q,E3.1.1.45,K01061,carboxymethylenebutenolidase [EC:3.1.1.45],CE,CE1,-,-,-,-
gene0992,Scaffold95,G_bin70,-,3992,3201,792,peptidase M15,COG2173,M,vanX,K08641,zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22],-,-,-,-,-,-
gene0993,Scaffold95,G_bin70,+,4117,4908,792,DNA repair protein RadA,COG1066,O,"radA, sms",K04485,DNA repair protein RadA/Sms,-,-,-,-,-,-
gene0994,Scaffold95,G_bin70,+,4905,5618,714,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,COG1211,I,ispD,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60],-,-,-,-,-,-
gene0995,Scaffold95,G_bin70,-,6542,5790,753,DNA topoisomerase I,COG0550,L,topA,K03168,DNA topoisomerase I [EC:5.6.2.1],-,-,-,-,-,-
gene0996,Scaffold95,G_bin70,-,6661,6539,123,-,-,-,-,-,-,-,-,-,-,-,-
gene0997,Scaffold95,G_bin70,-,7267,6935,333,shikimate kinase,-,-,"aroK, aroL",K00891,shikimate kinase [EC:2.7.1.71],-,-,-,-,-,-
gene0998,Scaffold96,G_bin70,+,31,1878,1848,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0999,Scaffold96,G_bin70,+,1868,2038,171,hypothetical protein,ENOG410YGVQ,S,-,-,-,-,-,-,-,-,-
gene1000,Scaffold96,G_bin70,-,2537,2145,393,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1001,Scaffold96,G_bin70,+,3076,3600,525,GrpB family protein,COG2320,S,-,-,-,-,-,-,-,-,-
gene1002,Scaffold96,G_bin70,-,4671,3667,1005,hypothetical protein,-,-,-,-,-,GT,GT41,-,-,-,-
gene1003,Scaffold96,G_bin70,-,5297,4680,618,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1004,Scaffold96,G_bin70,-,6641,5301,1341,sigma 54-interacting transcriptional regulator,COG2204,T,"zraR, hydG",K07713,"two-component system, NtrC family, response regulator HydG",-,-,-,-,-,-
gene1005,Scaffold96,G_bin70,-,7278,6703,576,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1006,Scaffold97,G_bin70,+,19,369,351,aspartate ammonia-lyase,COG1027,E,"E4.2.1.2B, fumC, FH",K01679,"fumarate hydratase, class II [EC:4.2.1.2]",-,-,-,-,-,-
gene1007,Scaffold97,G_bin70,+,407,862,456,hypothetical protein,COG1959,K,-,-,-,-,-,-,-,-,-
gene1008,Scaffold97,G_bin70,+,900,1445,546,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1010,Scaffold97,G_bin70,+,1694,2167,474,SsrA-binding protein,COG0691,O,smpB,K03664,SsrA-binding protein,-,-,-,-,-,-
gene1011,Scaffold97,G_bin70,+,2164,3327,1164,hypothetical protein,COG0860,M,amiABC,K01448,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],-,-,-,-,-,-
gene1012,Scaffold97,G_bin70,+,3324,4664,1341,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1013,Scaffold97,G_bin70,+,4661,5602,942,dihydroorotate dehydrogenase,COG0167,F,pyrDI,K17828,dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14],-,-,-,-,-,-
gene1014,Scaffold97,G_bin70,+,5599,6297,699,orotidine-5'-phosphate decarboxylase,COG0284,F,pyrF,K01591,orotidine-5'-phosphate decarboxylase [EC:4.1.1.23],-,-,-,-,-,-
gene1015,Scaffold97,G_bin70,+,6420,6698,279,-,-,-,-,-,-,-,-,-,-,-,-
gene1016,Scaffold97,G_bin70,+,6782,6904,123,50S ribosomal protein L36,COG0257,J,"RP-L36, MRPL36, rpmJ",K02919,large subunit ribosomal protein L36,-,-,-,-,-,-
gene1017,Scaffold97,G_bin70,+,6951,7286,336,30S ribosomal protein S13,COG0099,J,"RP-S13, rpsM",K02952,small subunit ribosomal protein S13,-,-,-,-,-,-
gene1018,Scaffold98,G_bin70,+,42,320,279,hypothetical protein,COG0526,O,-,-,-,-,-,-,-,-,-
gene1019,Scaffold98,G_bin70,-,2906,534,2373,ABC transporter permease,ENOG410XP9H,V,-,-,-,-,-,-,-,-,-
gene1020,Scaffold98,G_bin70,+,3245,6187,2943,SusC/RagA family TonB-linked outer membrane protein,ENOG410XNNV,P,-,-,-,-,-,-,-,-,-
gene1021,Scaffold99,G_bin70,+,29,676,648,DUF1446 domain-containing protein,ENOG410XP3U,S,-,-,-,-,-,-,-,-,-
gene1022,Scaffold99,G_bin70,+,673,1029,357,hypothetical protein,ENOG4111UFS,S,-,-,-,-,-,-,-,-,-
gene1023,Scaffold99,G_bin70,+,1041,1796,756,enoyl-CoA hydratase,COG1024,I,-,-,-,-,-,-,-,-,-
gene1024,Scaffold99,G_bin70,-,3040,1919,1122,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1025,Scaffold99,G_bin70,-,3650,3024,627,twin-arginine translocation pathway signal,-,-,-,-,-,-,-,-,-,-,-
gene1026,Scaffold99,G_bin70,-,3793,3632,162,-,-,-,-,-,-,-,-,-,-,-,-
gene1027,Scaffold99,G_bin70,+,3836,4024,189,-,-,-,-,-,-,-,-,-,-,-,-
gene1028,Scaffold99,G_bin70,+,4072,4473,402,EVE domain-containing protein,COG2947,S,-,-,-,-,-,-,-,-,-
gene1029,Scaffold99,G_bin70,-,5449,4496,954,"1,4-alpha-glucan branching enzyme",COG0296,G,"GBE1, glgB",K00700,"1,4-alpha-glucan branching enzyme [EC:2.4.1.18]",GH,GH13_9,-,-,-,-
gene1030,Scaffold99,G_bin70,+,5540,5680,141,hypothetical protein,COG0272,L,"E6.5.1.2, ligA, ligB",K01972,DNA ligase (NAD+) [EC:6.5.1.2],-,-,-,-,-,-
gene1031,Scaffold99,G_bin70,+,5699,6271,573,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1032,Scaffold99,G_bin70,-,6830,6276,555,hypothetical protein,ENOG4112BNE,S,K07101,K07101,uncharacterized protein,-,-,-,-,-,-
gene1033,Scaffold100,G_bin70,+,231,794,564,SRPBCC family protein,COG3832,S,-,-,-,-,-,-,-,-,-
gene1034,Scaffold100,G_bin70,-,1287,835,453,hypothetical protein,COG5654,S,-,-,-,-,-,-,-,-,-
gene1035,Scaffold100,G_bin70,-,1720,1412,309,hypothetical protein,ENOG410ZIF4,S,-,-,-,-,-,-,-,-,-
gene1036,Scaffold100,G_bin70,+,2027,2671,645,dihydrofolate reductase,COG0262,H,-,-,-,-,-,-,-,-,-
gene1037,Scaffold100,G_bin70,+,2705,5737,3033,GGDEF domain-containing protein,COG3206,M,-,-,-,-,-,-,-,-,-
gene1038,Scaffold100,G_bin70,+,5905,6954,1050,-,-,-,-,-,-,-,-,-,-,-,-
gene1039,Scaffold101,G_bin70,-,341,216,126,-,-,-,-,-,-,-,-,-,-,-,-
gene1040,Scaffold101,G_bin70,+,414,1025,612,cytochrome c,-,-,-,-,-,-,-,-,-,-,-
gene1041,Scaffold101,G_bin70,+,1056,2111,1056,3-isopropylmalate dehydrogenase,COG0473,E,"leuB, IMDH",K00052,3-isopropylmalate dehydrogenase [EC:1.1.1.85],-,-,-,-,-,-
gene1042,Scaffold101,G_bin70,+,2248,3453,1206,acetyl-CoA C-acyltransferase,COG0183,I,ACAA2,K07508,acetyl-CoA acyltransferase 2 [EC:2.3.1.16],-,-,-,-,-,-
gene1043,Scaffold101,G_bin70,-,4554,3499,1056,formate--tetrahydrofolate ligase,COG2759,F,fhs,K01938,formate--tetrahydrofolate ligase [EC:6.3.4.3],-,-,-,-,-,-
gene1044,Scaffold101,G_bin70,-,5415,4648,768,TatD family hydrolase,COG0084,L,tatD,K03424,TatD DNase family protein [EC:3.1.21.-],-,-,-,-,-,-
