Gene ID,Location,Genome,Strand,Start,End,Length (bp),NR Description,COG ID,COG Type,Gene Name,KO ID,KO Description,Family,Class,ARO Name,ARO Description,Drug_class,Resistance_mechanism
gene1119,Scaffold36,G_bin302,-,21249,21130,120,-,-,-,-,-,-,-,-,-,-,-,-
gene1120,Scaffold37,G_bin302,+,849,5510,4662,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1121,Scaffold37,G_bin302,+,5784,6653,870,hypothetical protein,COG1018,C,-,-,-,-,-,-,-,-,-
gene1122,Scaffold37,G_bin302,-,7032,6616,417,GtrA family protein,COG2246,S,-,-,-,-,-,-,-,-,-
gene1123,Scaffold37,G_bin302,+,7063,8184,1122,mandelate racemase/muconate lactonizing enzyme family protein,COG4948,M,-,-,-,-,-,-,-,-,-
gene1124,Scaffold37,G_bin302,-,9081,8251,831,ABC transporter permease,COG1682,V,ABC-2.P,K01992,ABC-2 type transport system permease protein,-,-,-,-,-,-
gene1125,Scaffold37,G_bin302,-,9986,9078,909,glycosyltransferase family 2 protein,COG1216,M,glft1,K16649,"rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]",GT,GT2_Glycos_transf_2,-,-,-,-
gene1126,Scaffold37,G_bin302,-,10786,9983,804,ABC transporter ATP-binding protein,COG1134,G;M,ABC-2.A,K01990,ABC-2 type transport system ATP-binding protein,-,-,oleC,oleC is an ABC transporter isolated from Streptomyces antibioticus and is involved in oleandomycin secretion.,macrolide antibiotic,antibiotic efflux
gene1127,Scaffold37,G_bin302,-,11331,10792,540,hypothetical protein,ENOG4111ID0,S,-,-,-,-,-,-,-,-,-
gene1128,Scaffold37,G_bin302,-,13252,11315,1938,hypothetical protein,ENOG4111KBZ,S,K22902,K22902,D-galactosaminyltransferase,-,-,-,-,-,-
gene1129,Scaffold37,G_bin302,+,13373,14578,1206,cysteine desulfurase-like protein,COG0520,E,-,-,-,-,-,-,-,-,-
gene1130,Scaffold37,G_bin302,-,14852,14601,252,-,-,-,-,-,-,-,-,-,-,-,-
gene1131,Scaffold37,G_bin302,+,14829,16643,1815,fatty acyl-AMP ligase,COG0318,I;Q,-,-,-,-,-,-,-,-,-
gene1132,Scaffold37,G_bin302,-,18461,16647,1815,fatty-acid--CoA ligase,COG0318,I;Q,-,-,-,-,-,-,-,-,-
gene1133,Scaffold37,G_bin302,+,18699,21023,2325,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1134,Scaffold38,G_bin302,+,266,2866,2601,Uncharacterised protein,-,-,-,-,-,-,-,-,-,-,-
gene1135,Scaffold38,G_bin302,+,2842,3408,567,"L,D-transpeptidase",COG1376,S,-,-,-,-,-,-,-,-,-
gene1136,Scaffold38,G_bin302,-,5436,3451,1986,M13 family metallopeptidase,COG3590,O,pepO,K07386,putative endopeptidase [EC:3.4.24.-],-,-,-,-,-,-
gene1137,Scaffold38,G_bin302,+,5490,6194,705,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1138,Scaffold38,G_bin302,+,6191,6904,714,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1139,Scaffold38,G_bin302,-,7348,6923,426,hypothetical protein,ENOG410ZCAB,S,-,-,-,-,-,-,-,-,-
gene1140,Scaffold38,G_bin302,-,10461,7435,3027,MMPL family transporter,COG2409,S,mmpL11,K20466,heme transporter,-,-,-,-,-,-
gene1141,Scaffold38,G_bin302,-,12178,11090,1089,hypothetical protein,COG0392,S,K20468,K20468,putative heme transporter,-,-,-,-,-,-
gene1142,Scaffold38,G_bin302,+,12369,13472,1104,AI-2E family transporter,COG0628,S,K20469,K20469,putative heme transporter,-,-,-,-,-,-
gene1143,Scaffold38,G_bin302,-,16233,13432,2802,MMPL family transporter,COG2409,S,mmpL3,K20470,trehalose monomycolate/heme transporter,-,-,-,-,-,-
gene1144,Scaffold38,G_bin302,-,16970,16359,612,NYN domain-containing protein,ENOG4110WX0,S,K06860,K06860,putative heme uptake system protein,-,-,-,-,-,-
gene1145,Scaffold38,G_bin302,-,17824,17051,774,tRNA (guanosine(46)-N7)-methyltransferase TrmB,COG0220,S,"trmB, METTL1, TRM8",K03439,tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33],-,-,-,-,-,-
gene1146,Scaffold38,G_bin302,+,17955,18941,987,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1147,Scaffold38,G_bin302,+,18938,20479,1542,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1148,Scaffold39,G_bin302,-,1912,362,1551,MCE family protein,ENOG410XT1E,S,-,-,-,-,-,-,-,-,-
gene1149,Scaffold39,G_bin302,-,3076,1913,1164,hypothetical protein,ENOG410ZIG2,S,-,-,-,-,-,-,-,-,-
gene1150,Scaffold39,G_bin302,-,4527,3073,1455,mammalian cell entry protein,-,-,-,-,-,-,-,-,-,-,-
gene1151,Scaffold39,G_bin302,-,5618,4524,1095,mammalian cell entry protein,-,-,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene1152,Scaffold39,G_bin302,-,6693,5665,1029,mammalian cell entry protein,ENOG410Z15E,S,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene1153,Scaffold39,G_bin302,-,7871,6690,1182,virulence factor,-,-,-,-,-,-,-,-,-,-,-
gene1154,Scaffold39,G_bin302,-,9212,8055,1158,acetyl-CoA acetyltransferase,COG0183,I,"E2.3.1.9, atoB",K00626,acetyl-CoA C-acetyltransferase [EC:2.3.1.9],-,-,-,-,-,-
gene1155,Scaffold39,G_bin302,-,10502,9312,1191,OB-fold domain-containing protein,ENOG4111G1U,S,-,-,-,-,-,-,-,-,-
gene1156,Scaffold39,G_bin302,-,11677,10511,1167,CoA transferase,COG1804,C,-,-,-,-,-,-,-,-,-
gene1157,Scaffold39,G_bin302,-,13227,11713,1515,aldehyde dehydrogenase family protein,COG1012,C,-,-,-,-,-,-,-,-,-
gene1158,Scaffold39,G_bin302,+,13258,13467,210,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1159,Scaffold39,G_bin302,+,13479,14165,687,3-oxoacyl-(acyl carrier protein) reductase,ENOG410XPTP,C,-,-,-,-,-,-,-,-,-
gene1160,Scaffold39,G_bin302,+,14206,15066,861,MULTISPECIES: mycofactocin-coupled SDR family oxidoreductase,ENOG410ZTIX,S,-,-,-,-,-,-,-,-,-
gene1161,Scaffold39,G_bin302,+,15109,15360,252,MULTISPECIES: ferredoxin,-,-,-,-,-,-,-,-,-,-,-
gene1162,Scaffold39,G_bin302,+,15357,16697,1341,cytochrome P450,COG2124,Q,-,-,-,-,-,-,-,-,-
gene1163,Scaffold39,G_bin302,-,17960,16785,1176,acyl-CoA dehydrogenase family protein,-,-,-,-,-,-,-,-,-,-,-
gene1164,Scaffold39,G_bin302,-,18954,17944,1011,acyl-CoA dehydrogenase,ENOG410YE60,I,-,-,-,-,-,-,-,-,-
gene1165,Scaffold39,G_bin302,+,19241,20332,1092,amidohydrolase family protein,COG2159,S,-,-,-,-,-,-,-,-,-
gene1166,Scaffold40,G_bin302,+,19,918,900,NADP-specific glutamate dehydrogenase,COG0334,E,"E1.4.1.4, gdhA",K00262,glutamate dehydrogenase (NADP+) [EC:1.4.1.4],-,-,-,-,-,-
gene1167,Scaffold40,G_bin302,+,1010,1339,330,DUF732 domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene1168,Scaffold40,G_bin302,-,2487,1336,1152,hypothetical protein,ENOG41100I9,S,-,-,-,-,-,-,-,-,-
gene1169,Scaffold40,G_bin302,+,2604,3212,609,TetR/AcrR family transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-
gene1170,Scaffold40,G_bin302,+,3209,4033,825,hypothetical protein,ENOG410Y5QR,S,-,-,-,-,-,-,-,-,-
gene1171,Scaffold40,G_bin302,-,5239,4040,1200,cytochrome P450,COG2124,Q,CYP144,K21200,cytochrome P450 family 144,-,-,-,-,-,-
gene1172,Scaffold40,G_bin302,+,5441,6031,591,TetR/AcrR family transcriptional regulator,ENOG410YQH5,K,-,-,-,-,-,-,-,-,-
gene1174,Scaffold40,G_bin302,-,7253,6171,1083,hypothetical protein,ENOG4112614,S,-,-,-,-,-,-,-,-,-
gene1175,Scaffold40,G_bin302,-,8060,7398,663,GNAT family N-acetyltransferase,COG1670,J,rimJ,K03790,[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267],-,-,-,-,-,-
gene1176,Scaffold40,G_bin302,-,9339,8071,1269,molybdopterin molybdotransferase MoeA,COG0303,H,moeA,K03750,molybdopterin molybdotransferase [EC:2.10.1.1],-,-,-,-,-,-
gene1177,Scaffold40,G_bin302,-,10268,9396,873,UTP--glucose-1-phosphate uridylyltransferase,COG1210,M,"UGP2, galU, galF",K00963,UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9],-,-,-,-,-,-
gene1178,Scaffold40,G_bin302,+,10384,10989,606,5-formyltetrahydrofolate cyclo-ligase,COG0212,H,MTHFS,K01934,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],-,-,-,-,-,-
gene1179,Scaffold40,G_bin302,+,11056,11400,345,FmdB family transcriptional regulator,COG2331,S,-,-,-,-,-,-,-,-,-
gene1180,Scaffold40,G_bin302,+,11467,12111,645,SAF domain-containing protein,ENOG41122V5,S,-,-,-,-,-,-,-,-,-
gene1181,Scaffold40,G_bin302,-,12547,12116,432,MscL family protein,COG1970,M,mscL,K03282,large conductance mechanosensitive channel,-,-,-,-,-,-
gene1182,Scaffold40,G_bin302,-,12768,12652,117,Uncharacterised protein,-,-,-,-,-,-,-,-,-,-,-
gene1183,Scaffold40,G_bin302,-,13268,12774,495,MogA/MoaB family molybdenum cofactor biosynthesis protein,COG0521,H,-,-,-,-,-,-,-,-,-
gene1184,Scaffold40,G_bin302,-,14682,13372,1311,trypsin-like peptidase domain-containing protein,COG0265,O,pepD,K08372,putative serine protease PepD [EC:3.4.21.-],-,-,-,-,-,-
gene1185,Scaffold40,G_bin302,-,16182,14728,1455,HAMP domain-containing histidine kinase,COG0642,T,mprB,K07653,"two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]",-,-,cpxA,"CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR, which promotes efflux complex expression.",aminocoumarin antibiotic;aminoglycoside antibiotic,antibiotic efflux
gene1186,Scaffold40,G_bin302,-,16835,16182,654,MULTISPECIES: response regulator transcription factor,COG0745,T,mprA,K07669,"two-component system, OmpR family, response regulator MprA",-,-,arlR,ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.,acridine dye;fluoroquinolone antibiotic,antibiotic efflux
gene1187,Scaffold40,G_bin302,-,17105,16938,168,MULTISPECIES: 50S ribosomal protein L32,ENOG411222R,J,"RP-L32, MRPL32, rpmF",K02911,large subunit ribosomal protein L32,-,-,-,-,-,-
gene1188,Scaffold40,G_bin302,+,17299,19014,1716,exopolyphosphatase,ENOG410XP3U,S,-,-,-,-,-,-,-,-,-
gene1189,Scaffold40,G_bin302,+,19011,20159,1149,acyl-CoA dehydrogenase family protein,ENOG410XNMY,I,"ACADM, acd",K00249,acyl-CoA dehydrogenase [EC:1.3.8.7],-,-,-,-,-,-
gene1190,Scaffold41,G_bin302,+,31,441,411,DNA polymerase III subunit alpha,COG0587,L,dnaE,K02337,DNA polymerase III subunit alpha [EC:2.7.7.7],-,-,-,-,-,-
gene1191,Scaffold41,G_bin302,+,913,1794,882,amidohydrolase family protein,ENOG410YARG,S,K07045,K07045,uncharacterized protein,-,-,-,-,-,-
gene1192,Scaffold41,G_bin302,-,2767,1943,825,formate dehydrogenase accessory sulfurtransferase FdhD,COG1526,C,fdhD,K02379,FdhD protein,-,-,-,-,-,-
gene1193,Scaffold41,G_bin302,+,2856,3422,567,dehydrogenase,COG0243,C,"fdoG, fdhF, fdwA",K00123,formate dehydrogenase major subunit [EC:1.17.1.9],-,-,-,-,-,-
gene1194,Scaffold41,G_bin302,+,3492,6134,2643,molybdopterin-dependent oxidoreductase,COG0243,C,"fdoG, fdhF, fdwA",K00123,formate dehydrogenase major subunit [EC:1.17.1.9],-,-,-,-,-,-
gene1195,Scaffold41,G_bin302,+,6134,7093,960,4Fe-4S dicluster domain-containing protein,COG0437,C,"fdoH, fdsB",K00124,formate dehydrogenase iron-sulfur subunit,-,-,-,-,-,-
gene1196,Scaffold41,G_bin302,+,7168,8145,978,polysulfide reductase NrfD,ENOG410XS35,S,-,-,-,-,-,-,-,-,-
gene1197,Scaffold41,G_bin302,-,8365,8153,213,DUF2945 domain-containing protein,ENOG41125NU,S,-,-,-,-,-,-,-,-,-
gene1198,Scaffold41,G_bin302,-,9348,8362,987,"selenide, water dikinase SelD",COG0709,E,"selD, SEPHS",K01008,"selenide, water dikinase [EC:2.7.9.3]",-,-,-,-,-,-
gene1200,Scaffold41,G_bin302,+,9941,11086,1146,exonuclease SbcCD subunit D,COG0420,L,-,-,-,-,-,-,-,-,-
gene1201,Scaffold41,G_bin302,+,11083,13698,2616,AAA family ATPase,ENOG410ZW9I,S,-,-,-,-,-,-,-,-,-
gene1202,Scaffold41,G_bin302,-,15346,13706,1641,ABC transporter family substrate-binding protein,COG0747,E,ABC.PE.S,K02035,peptide/nickel transport system substrate-binding protein,-,-,-,-,-,-
gene1203,Scaffold41,G_bin302,-,17238,15427,1812,ABC transporter ATP-binding protein,COG1123,S,ddpD,K02031,peptide/nickel transport system ATP-binding protein,-,-,macB,MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.,macrolide antibiotic,antibiotic efflux
gene1204,Scaffold41,G_bin302,-,18134,17253,882,ABC transporter permease,COG1173,P,ABC.PE.P1,K02034,peptide/nickel transport system permease protein,-,-,-,-,-,-
gene1205,Scaffold41,G_bin302,-,19108,18131,978,ABC transporter permease,COG0601,P,ABC.PE.P,K02033,peptide/nickel transport system permease protein,-,-,-,-,-,-
gene1206,Scaffold41,G_bin302,+,19284,19775,492,carbonic anhydrase,COG0288,P,"cynT, can",K01673,carbonic anhydrase [EC:4.2.1.1],-,-,-,-,-,-
gene1207,Scaffold41,G_bin302,+,19979,20908,930,sulfate adenylyltransferase subunit CysD,COG0175,P,cysD,K00957,sulfate adenylyltransferase subunit 2 [EC:2.7.7.4],-,-,-,-,-,-
gene1208,Scaffold42,G_bin302,+,1546,1941,396,hypothetical protein,ENOG4111UBC,S,-,-,-,-,-,-,-,-,-
gene1209,Scaffold42,G_bin302,+,2048,2470,423,SRPBCC family protein,ENOG4111NYF,S,-,-,-,-,-,-,-,-,-
gene1210,Scaffold42,G_bin302,+,2506,3756,1251,ArsA family ATPase,COG0003,P,"arsA, ASNA1, GET3",K01551,arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-],-,-,-,-,-,-
gene1211,Scaffold42,G_bin302,+,3720,4124,405,hypothetical protein,ENOG410Y71Y,S,-,-,-,-,-,-,-,-,-
gene1212,Scaffold42,G_bin302,+,4266,5000,735,1-acyl-sn-glycerol-3-phosphate acyltransferase,COG0204,I,plsC,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],-,-,-,-,-,-
gene1213,Scaffold42,G_bin302,-,6244,4961,1284,DUF2029 domain-containing protein,ENOG4111JQ4,S,K13671,K13671,"alpha-1,2-mannosyltransferase [EC:2.4.1.-]",GT,GT87,-,-,-,-
gene1214,Scaffold42,G_bin302,+,6348,7331,984,hypothetical protein,ENOG4111M3G,S,-,-,-,-,-,-,-,-,-
gene1215,Scaffold42,G_bin302,+,7328,7834,507,polyadenylate-specific 3'-exoribonuclease AS,ENOG4111IRB,S,-,-,-,-,-,-,-,-,-
gene1216,Scaffold42,G_bin302,+,7963,9348,1386,3-deoxy-7-phosphoheptulonate synthase class II,COG3200,E,"E2.5.1.54, aroF, aroG, aroH",K01626,3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54],-,-,-,-,-,-
gene1217,Scaffold42,G_bin302,-,10510,9365,1146,serine/threonine protein kinase,COG0515,T,-,-,-,-,-,-,-,-,-
gene1218,Scaffold42,G_bin302,+,10563,10967,405,helix-turn-helix domain-containing protein,ENOG4111UQP,K,-,-,-,-,-,-,-,-,-
gene1219,Scaffold42,G_bin302,-,12453,10954,1500,alpha-(1->6)-mannopyranosyltransferase A,ENOG410XTGY,S,mptA,K14337,"alpha-1,6-mannosyltransferase [EC:2.4.1.-]",-,-,-,-,-,-
gene1220,Scaffold42,G_bin302,-,13614,12502,1113,polyprenyl synthetase family protein,COG0142,H,idsA,K13787,"geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]",-,-,-,-,-,-
gene1221,Scaffold42,G_bin302,+,13822,14715,894,hypothetical protein,ENOG410YA0D,S,-,-,-,-,-,-,-,-,-
gene1222,Scaffold42,G_bin302,-,15397,14726,672,DUF3153 domain-containing protein,ENOG4111TZC,S,-,-,-,-,-,-,-,-,-
gene1223,Scaffold42,G_bin302,-,16038,15433,606,GNAT family N-acetyltransferase,COG0456,S,-,-,-,-,-,-,-,-,-
gene1224,Scaffold42,G_bin302,+,16293,16667,375,DUF3040 domain-containing protein,ENOG41124IY,S,-,-,-,-,-,-,-,-,-
gene1225,Scaffold42,G_bin302,+,16960,17391,432,MULTISPECIES: division/cell wall cluster transcriptional repressor MraZ,COG2001,S,mraZ,K03925,MraZ protein,-,-,-,-,-,-
gene1226,Scaffold42,G_bin302,+,17516,18523,1008,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,COG0275,M,"mraW, rsmH",K03438,16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199],-,-,-,-,-,-
gene1227,Scaffold42,G_bin302,+,18838,19557,720,hypothetical protein,ENOG41122QC,S,-,-,-,-,-,-,-,-,-
gene1228,Scaffold42,G_bin302,-,20446,19997,450,RDD family protein,COG1714,S,-,-,-,-,-,-,-,-,-
gene1229,Scaffold42,G_bin302,-,21099,20749,351,hypothetical protein,COG0517,S,CBS,K01697,cystathionine beta-synthase [EC:4.2.1.22],-,-,-,-,-,-
gene1230,Scaffold43,G_bin302,+,31,675,645,nicotinate-nucleotide adenylyltransferase,COG1057,H,nadD,K00969,nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18],-,-,-,-,-,-
gene1231,Scaffold43,G_bin302,+,672,1079,408,ribosome silencing factor,COG0799,S,ybeB,K09710,ribosome-associated protein,-,-,-,-,-,-
gene1232,Scaffold43,G_bin302,+,1076,1747,672,histidine phosphatase family protein,COG0406,G,gpgP,K22306,glucosyl-3-phosphoglycerate phosphatase [EC:3.1.3.85],-,-,-,-,-,-
gene1233,Scaffold43,G_bin302,+,1737,2495,759,SGNH/GDSL hydrolase family protein,ENOG4111G9F,S,octT,K22797,diglucosylglycerate octanoyltransferase [EC:2.3.1.273],-,-,-,-,-,-
gene1234,Scaffold43,G_bin302,+,2492,3355,864,DegV family protein,COG1307,S,-,-,-,-,-,-,-,-,-
gene1235,Scaffold43,G_bin302,-,6284,3369,2916,hypothetical protein,COG2409,S,K06994,K06994,putative drug exporter of the RND superfamily,-,-,-,-,-,-
gene1236,Scaffold43,G_bin302,-,6724,6281,444,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1237,Scaffold43,G_bin302,+,6867,7013,147,-,-,-,-,-,-,-,-,-,-,-,-
gene1238,Scaffold43,G_bin302,+,7037,7612,576,hypothetical protein,ENOG410ZIKF,S,-,-,-,-,-,-,-,-,-
gene1239,Scaffold43,G_bin302,-,8660,7617,1044,hypothetical protein,COG3804,S,ord,K21672,"2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]",-,-,-,-,-,-
gene1240,Scaffold43,G_bin302,+,8717,9910,1194,enhanced intracellular survival protein Eis,COG4552,S,-,-,-,-,-,-,-,-,-
gene1241,Scaffold43,G_bin302,-,11025,9916,1110,acyl-CoA dehydrogenase family protein,ENOG410XRQX,I,-,-,-,-,-,-,-,-,-
gene1242,Scaffold43,G_bin302,-,12242,11040,1203,acyl-CoA dehydrogenase family protein,ENOG410XNVZ,I,-,-,-,-,-,-,-,-,-
gene1243,Scaffold43,G_bin302,+,12308,12844,537,DUF4352 domain-containing protein,ENOG4112DA9,S,-,-,-,-,-,-,-,-,-
gene1244,Scaffold43,G_bin302,+,12940,13785,846,ComEA family DNA-binding protein,COG1555,L,comEA,K02237,competence protein ComEA,-,-,-,-,-,-
gene1245,Scaffold43,G_bin302,+,13788,15344,1557,ComEC/Rec2 family competence protein,COG0658,S,comEC,K02238,competence protein ComEC,-,-,-,-,-,-
gene1246,Scaffold43,G_bin302,+,15357,16319,963,DNA polymerase III subunit delta,COG1466,L,holA,K02340,DNA polymerase III subunit delta [EC:2.7.7.7],-,-,-,-,-,-
gene1247,Scaffold43,G_bin302,-,16653,16393,261,30S ribosomal protein S20,COG0268,J,"RP-S20, rpsT",K02968,small subunit ribosomal protein S20,-,-,-,-,-,-
gene1248,Scaffold43,G_bin302,-,17658,16774,885,ribonuclease Z,COG1234,S,rnz,K00784,ribonuclease Z [EC:3.1.26.11],-,-,-,-,-,-
gene1249,Scaffold43,G_bin302,+,17747,18175,429,CBS domain-containing protein,COG0517,S,-,-,-,-,-,-,-,-,-
gene1250,Scaffold43,G_bin302,-,18768,18187,582,type II toxin-antitoxin system PemK/MazF family toxin,ENOG4111VAX,S,-,-,-,-,-,-,-,-,-
gene1251,Scaffold43,G_bin302,+,19295,19408,114,-,-,-,-,-,-,-,-,-,-,-,-
gene1252,Scaffold43,G_bin302,+,19497,19868,372,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1253,Scaffold43,G_bin302,+,20204,20782,579,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1254,Scaffold44,G_bin302,+,4,1209,1206,type I polyketide synthase,COG2030,I,fas,K11533,"fatty acid synthase, bacteria type [EC:2.3.1.-]",-,-,-,-,-,-
gene1255,Scaffold44,G_bin302,-,2453,1227,1227,PucR family transcriptional regulator,COG2508,K,-,-,-,-,-,-,-,-,-
gene1256,Scaffold44,G_bin302,+,2631,4520,1890,hypothetical protein,ENOG410Z0NW,S,-,-,-,-,-,-,-,-,-
gene1257,Scaffold44,G_bin302,+,4558,6081,1524,NAD(P)/FAD-dependent oxidoreductase,COG2072,P,-,-,-,-,-,-,-,-,-
gene1258,Scaffold44,G_bin302,+,6147,6521,375,holo-ACP synthase,COG0736,I,acpS,K00997,holo-[acyl-carrier protein] synthase [EC:2.7.8.7],-,-,-,-,-,-
gene1259,Scaffold44,G_bin302,+,6607,7947,1341,dipeptidase,COG0624,E,-,-,-,-,-,-,-,-,-
gene1260,Scaffold44,G_bin302,-,8416,7949,468,VOC family protein,COG3865,S,-,-,-,-,-,-,-,-,-
gene1261,Scaffold44,G_bin302,-,8922,8446,477,thioredoxin-dependent thiol peroxidase,COG1225,O,"BCP, PRXQ, DOT5",K03564,peroxiredoxin Q/BCP [EC:1.11.1.15],-,-,-,-,-,-
gene1262,Scaffold44,G_bin302,+,9016,9243,228,MULTISPECIES: DUF3618 domain-containing protein,ENOG410Y0N6,S,-,-,-,-,-,-,-,-,-
gene1264,Scaffold44,G_bin302,+,9603,10775,1173,"L,D-transpeptidase family protein",COG1376,S,-,-,-,-,-,-,-,-,-
gene1265,Scaffold44,G_bin302,-,11486,10797,690,hypothetical protein,ENOG4111K4Z,S,-,-,-,-,-,-,-,-,-
gene1267,Scaffold44,G_bin302,-,12612,11956,657,oligoribonuclease,COG1949,A,"orn, REX2, REXO2",K13288,oligoribonuclease [EC:3.1.-.-],-,-,-,-,-,-
gene1268,Scaffold44,G_bin302,+,12688,14256,1569,DUF853 family protein,COG0433,S,K06915,K06915,uncharacterized protein,-,-,-,-,-,-
gene1269,Scaffold44,G_bin302,-,15057,14257,801,SDR family oxidoreductase,COG0300,S,K07124,K07124,uncharacterized protein,-,-,-,-,-,-
gene1270,Scaffold44,G_bin302,+,15129,16400,1272,MFS transporter,COG2270,G,UMF1,K06902,"MFS transporter, UMF1 family",-,-,-,-,-,-
gene1271,Scaffold44,G_bin302,-,17181,16405,777,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1272,Scaffold44,G_bin302,-,17886,17242,645,TetR/AcrR family transcriptional regulator,ENOG4111P6M,K,-,-,-,-,-,-,-,-,-
gene1273,Scaffold44,G_bin302,+,18017,18295,279,hypothetical protein,-,-,K00666,K00666,fatty-acyl-CoA synthase [EC:6.2.1.-],-,-,-,-,-,-
gene1274,Scaffold44,G_bin302,+,18365,19114,750,CoA transferase subunit A,COG1788,I,"E2.8.3.5A, scoA",K01028,3-oxoacid CoA-transferase subunit A [EC:2.8.3.5],-,-,-,-,-,-
gene1275,Scaffold44,G_bin302,+,19114,19755,642,CoA transferase subunit B,COG2057,I,"E2.8.3.5B, scoB",K01029,3-oxoacid CoA-transferase subunit B [EC:2.8.3.5],-,-,-,-,-,-
gene1276,Scaffold45,G_bin302,-,475,50,426,cell wall synthesis protein CwsA,-,-,-,-,-,-,-,-,-,-,-
gene1277,Scaffold45,G_bin302,+,534,1064,531,peptidylprolyl isomerase,COG0652,O,PPIA,K03767,peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8],-,-,-,-,-,-
gene1278,Scaffold45,G_bin302,-,1410,1075,336,PH domain-containing protein,ENOG410Y48X,S,-,-,-,-,-,-,-,-,-
gene1279,Scaffold45,G_bin302,-,1880,1647,234,cell division protein CrgA,ENOG41121NJ,D,-,-,-,-,-,-,-,-,-
gene1280,Scaffold45,G_bin302,+,2021,2773,753,DUF881 domain-containing protein,COG3879,S,-,-,-,-,-,-,-,-,-
gene1281,Scaffold45,G_bin302,+,2788,3474,687,aminodeoxychorismate/anthranilate synthase component II,COG0512,E,pabA,K01664,para-aminobenzoate synthetase component II [EC:2.6.1.85],-,-,-,-,-,-
gene1282,Scaffold45,G_bin302,-,5347,3479,1869,Stk1 family PASTA domain-containing Ser/Thr kinase,COG0515,T,"prkC, stkP",K12132,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],-,-,-,-,-,-
gene1283,Scaffold45,G_bin302,-,5661,5344,318,serine/threonine protein kinase,COG0515,T,"prkC, stkP",K12132,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],-,-,-,-,-,-
gene1284,Scaffold45,G_bin302,+,5624,6355,732,hypothetical protein,COG2409,S,K06994,K06994,putative drug exporter of the RND superfamily,-,-,-,-,-,-
gene1285,Scaffold45,G_bin302,-,6961,6401,561,TetR/AcrR family transcriptional regulator,ENOG4111R17,K,-,-,-,-,-,-,-,-,-
gene1286,Scaffold45,G_bin302,-,7478,7008,471,DUF2834 domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene1287,Scaffold45,G_bin302,+,7584,8159,576,TetR family transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-
gene1288,Scaffold45,G_bin302,+,8227,9852,1626,NAD(P)/FAD-dependent oxidoreductase,COG1233,Q,-,-,-,-,-,-,-,-,-
gene1289,Scaffold45,G_bin302,-,10396,9854,543,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene1290,Scaffold45,G_bin302,-,12413,10377,2037,hypothetical protein,ENOG4111V6X,S,-,-,-,-,-,-,-,-,-
gene1291,Scaffold45,G_bin302,-,12757,12410,348,hypothetical protein,ENOG41128BK,S,-,-,-,-,-,-,-,-,-
