Gene ID,Location,Genome,Strand,Start,End,Length (bp),NR Description,COG ID,COG Type,Gene Name,KO ID,KO Description,Family,Class,ARO Name,ARO Description,Drug_class,Resistance_mechanism
gene0350,Scaffold18,G_bin431,-,12604,11552,1053,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,COG2038,H,"E2.4.2.21, cobU, cobT",K00768,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],-,-,-,-,-,-
gene0351,Scaffold18,G_bin431,-,12948,12601,348,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,COG2087,H,"cobP, cobU",K02231,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],-,-,-,-,-,-
gene0352,Scaffold19,G_bin431,-,1358,744,615,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0353,Scaffold19,G_bin431,-,1809,1534,276,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,COG0139,E,hisIE,K11755,phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31],-,-,-,-,-,-
gene0354,Scaffold19,G_bin431,-,2543,1806,738,HAMP domain-containing histidine kinase,-,-,"glrK, qseE",K07711,"two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]",-,-,-,-,-,-
gene0355,Scaffold19,G_bin431,-,3559,2564,996,UDP-glucose 4-epimerase GalE,COG1087,M,"galE, GALE",K01784,UDP-glucose 4-epimerase [EC:5.1.3.2],-,-,-,-,-,-
gene0356,Scaffold19,G_bin431,+,3648,4010,363,serine/threonine protein kinase,COG2334,S,-,-,-,-,-,-,-,-,-
gene0357,Scaffold19,G_bin431,+,4227,5036,810,MOSC domain-containing protein,COG3217,S,K07140,K07140,uncharacterized protein,-,-,-,-,-,-
gene0358,Scaffold19,G_bin431,-,6838,5876,963,phosphoketolase,COG3957,G,"xfp, xpk",K01621,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],-,-,-,-,-,-
gene0359,Scaffold19,G_bin431,-,7639,6995,645,protease HtpX,COG0501,O,htpX,K03799,heat shock protein HtpX [EC:3.4.24.-],-,-,-,-,-,-
gene0360,Scaffold19,G_bin431,+,8021,8641,621,hypothetical protein,COG5340,K,-,-,-,-,-,-,-,-,-
gene0361,Scaffold19,G_bin431,+,8938,9495,558,hypothetical protein,ENOG4111KER,S,-,-,-,-,-,-,-,-,-
gene0362,Scaffold19,G_bin431,+,9880,10284,405,hypothetical protein,ENOG410ZPZJ,C,-,-,-,-,-,-,-,-,-
gene0363,Scaffold19,G_bin431,-,10847,10725,123,-,-,-,-,-,-,-,-,-,-,-,-
gene0364,Scaffold19,G_bin431,-,11682,11539,144,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0365,Scaffold19,G_bin431,-,12135,11968,168,-,-,-,-,-,-,-,-,-,-,-,-
gene0366,Scaffold19,G_bin431,+,12125,12361,237,hypothetical protein,ENOG41128HI,S,-,-,-,-,-,-,-,-,-
gene0367,Scaffold19,G_bin431,+,12372,12635,264,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0368,Scaffold19,G_bin431,-,12775,12650,126,-,-,-,-,-,-,-,-,-,-,-,-
gene0369,Scaffold20,G_bin431,+,188,727,540,DUF4199 family protein,-,-,-,-,-,-,-,-,-,-,-
gene0370,Scaffold20,G_bin431,+,808,1899,1092,FtsX-like permease family protein,ENOG410XP3V,V,ABC.CD.P,K02004,putative ABC transport system permease protein,-,-,-,-,-,-
gene0371,Scaffold20,G_bin431,+,1896,2138,243,AraC family transcriptional regulator,ENOG4111JF9,K,-,-,-,-,-,-,-,-,-
gene0372,Scaffold20,G_bin431,+,2242,2742,501,DUF3291 domain-containing protein,ENOG4111N8T,S,-,-,-,-,-,-,-,-,-
gene0373,Scaffold20,G_bin431,-,5421,2887,2535,response regulator,ENOG410XNMH,T,-,-,-,-,-,evgS,EvgS is a sensor protein that phosphorylates the regulatory protein EvgA. evgS corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.,fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,antibiotic efflux
gene0374,Scaffold20,G_bin431,-,6724,5639,1086,response regulator,ENOG410XNMH,T,-,-,-,-,-,vanRB,vanRB is a vanR variant found in the vanB gene cluster,glycopeptide antibiotic,antibiotic target alteration
gene0375,Scaffold20,G_bin431,-,8292,7090,1203,Fe-S cluster assembly protein SufB,COG0719,O,sufB,K09014,Fe-S cluster assembly protein SufB,-,-,-,-,-,-
gene0376,Scaffold20,G_bin431,-,8777,8301,477,SUF system Fe-S cluster assembly regulator,COG1959,K,-,-,-,-,-,-,-,-,-
gene0377,Scaffold20,G_bin431,+,9039,10061,1023,fructose-bisphosphate aldolase class I,COG3588,G,ALDO,K01623,"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]",-,-,-,-,-,-
gene0378,Scaffold20,G_bin431,+,10154,10795,642,ABC transporter ATP-binding protein,COG1127,Q,"mlaF, linL, mkl",K02065,phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein,-,-,efrA,"efrA is a part of the EfrAB efflux pump, and both efrA and efrB are necessary to confer drug resistance.",fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic,antibiotic efflux
gene0379,Scaffold20,G_bin431,+,10831,11556,726,lipid asymmetry maintenance ABC transporter permease subunit MlaE,COG0767,Q,"mlaE, linK",K02066,phospholipid/cholesterol/gamma-HCH transport system permease protein,-,-,-,-,-,-
gene0380,Scaffold20,G_bin431,+,11573,12133,561,outer membrane lipid asymmetry maintenance protein MlaD,COG1463,Q,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene0381,Scaffold20,G_bin431,+,12130,12786,657,ABC transporter substrate-binding protein,COG2854,Q,mlaC,K07323,phospholipid transport system substrate-binding protein,-,-,-,-,-,-
gene0382,Scaffold21,G_bin431,+,8,1384,1377,TonB-dependent receptor,COG4206,P,btuB,K16092,vitamin B12 transporter,-,-,-,-,-,-
gene0383,Scaffold21,G_bin431,-,2351,1371,981,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0384,Scaffold21,G_bin431,+,2633,3811,1179,histidine kinase,COG2972,T,-,-,-,-,-,-,-,-,-
gene0385,Scaffold21,G_bin431,+,3808,4596,789,response regulator,COG3279,T,K02477,K02477,"two-component system, LytTR family, response regulator",-,-,-,-,-,-
gene0386,Scaffold21,G_bin431,+,4727,5500,774,LytTR family transcriptional regulator DNA-binding domain-containing protein,COG3279,T,K02477,K02477,"two-component system, LytTR family, response regulator",-,-,evgA,"EvgA, when phosphorylated, is a positive regulator for efflux protein complexes emrKY and mdtEF. While usually phosphorylated in a EvgS dependent manner, it can be phosphorylated in the absence of EvgS when overexpressed.",fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,antibiotic efflux
gene0387,Scaffold21,G_bin431,+,5853,9410,3558,TonB-dependent receptor,ENOG410XQKN,P,-,-,-,-,-,-,-,-,-
gene0388,Scaffold21,G_bin431,+,9379,10386,1008,serine hydrolase,COG1680,V,-,-,-,-,-,-,-,-,-
gene0389,Scaffold21,G_bin431,+,10361,12025,1665,serine hydrolase,ENOG410Y58R,V,-,-,-,-,-,ACT-1,ACT-1 is a beta-lactamase found in Klebsiella pneumoniae,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
gene0390,Scaffold22,G_bin431,+,906,2132,1227,-,-,-,-,-,-,-,-,-,-,-,-
gene0391,Scaffold22,G_bin431,+,2137,3432,1296,hypothetical protein,COG3555,O,-,-,-,-,-,-,-,-,-
gene0392,Scaffold22,G_bin431,-,3947,3495,453,DUF192 domain-containing protein,COG1430,S,K09005,K09005,uncharacterized protein,-,-,-,-,-,-
gene0393,Scaffold22,G_bin431,-,4642,4028,615,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0394,Scaffold22,G_bin431,-,6260,4683,1578,amidase,COG0154,J,"E3.5.1.4, amiE",K01426,amidase [EC:3.5.1.4],-,-,-,-,-,-
gene0395,Scaffold22,G_bin431,+,6627,9506,2880,MULTISPECIES: TonB-dependent receptor,ENOG410XQKN,P,TC.FEV.OM,K02014,iron complex outermembrane recepter protein,-,-,-,-,-,-
gene0396,Scaffold22,G_bin431,-,11816,9834,1983,"endo-1,4-beta-xylanase",COG3693,G,"E3.2.1.8, xynA",K01181,"endo-1,4-beta-xylanase [EC:3.2.1.8]",GH,GH10,-,-,-,-
gene0397,Scaffold22,G_bin431,+,12018,12260,243,-,-,-,-,-,-,-,-,-,-,-,-
gene0398,Scaffold23,G_bin431,+,925,1530,606,polysaccharide biosynthesis/export family protein,COG1596,M,"wza, gfcE",K01991,polysaccharide biosynthesis/export protein,-,-,-,-,-,-
gene0399,Scaffold23,G_bin431,+,1535,3169,1635,MULTISPECIES: hypothetical protein,ENOG410ZWJV,M,-,-,-,-,-,-,-,-,-
gene0400,Scaffold23,G_bin431,+,3166,4026,861,AAA family ATPase,COG0489,D,-,-,-,-,-,-,-,-,-
gene0401,Scaffold23,G_bin431,+,4010,5521,1512,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0402,Scaffold23,G_bin431,-,5985,5527,459,fibronectin type III domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0403,Scaffold23,G_bin431,+,6528,6767,240,acyl carrier protein,ENOG4112D7P,S,-,-,-,-,-,-,-,-,-
gene0404,Scaffold23,G_bin431,+,6790,8178,1389,long-chain fatty acid--CoA ligase,COG0365,I,-,-,-,-,-,-,-,-,-
gene0405,Scaffold23,G_bin431,+,8180,8983,804,SDR family NAD(P)-dependent oxidoreductase,COG1028,S,"fabG, OAR1",K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],-,-,-,-,-,-
gene0406,Scaffold23,G_bin431,+,9002,10282,1281,aminotransferase class V-fold PLP-dependent enzyme,COG2873,E,metY,K01740,O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],-,-,-,-,-,-
gene0407,Scaffold23,G_bin431,+,10294,11709,1416,pyridoxal-dependent decarboxylase,COG0076,E,-,-,-,-,-,-,-,-,-
gene0408,Scaffold24,G_bin431,+,104,2161,2058,PfaD family polyunsaturated fatty acid/polyketide biosynthesis protein,COG3321,Q,pksN,K13614,polyketide synthase PksN,-,-,-,-,-,-
gene0409,Scaffold24,G_bin431,-,3009,2767,243,-,-,-,-,-,-,-,-,-,-,-,-
gene0410,Scaffold24,G_bin431,-,3169,3017,153,-,-,-,-,-,-,-,-,-,-,-,-
gene0411,Scaffold24,G_bin431,-,5101,3959,1143,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,COG1167,K,K00375,K00375,GntR family transcriptional regulator / MocR family aminotransferase,-,-,-,-,-,-
gene0412,Scaffold24,G_bin431,+,5855,6430,576,methyltransferase domain-containing protein,ENOG410ZVUD,S,-,-,-,-,-,-,-,-,-
gene0413,Scaffold24,G_bin431,+,6517,7203,687,-,-,-,-,-,-,-,-,-,-,-,-
gene0414,Scaffold24,G_bin431,-,11546,9387,2160,DUF5110 domain-containing protein,COG1501,G,"xylS, yicI",K01811,alpha-D-xyloside xylohydrolase [EC:3.2.1.177],GH,GH31,-,-,-,-
gene0415,Scaffold25,G_bin431,-,2458,335,2124,multifunctional fatty acid oxidation complex subunit alpha,COG1024,I,fadN,K07516,3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35],-,-,-,-,-,-
gene0416,Scaffold25,G_bin431,+,3419,5218,1800,methanol/ethanol family PQQ-dependent dehydrogenase,COG4993,G,-,-,-,-,-,-,-,-,-
gene0417,Scaffold25,G_bin431,+,5455,6306,852,threonylcarbamoyl-AMP synthase,COG0009,J,-,-,-,-,-,-,-,-,-
gene0418,Scaffold25,G_bin431,+,6410,7597,1188,tryptophan--tRNA ligase,COG0180,J,"WARS, trpS",K01867,tryptophanyl-tRNA synthetase [EC:6.1.1.2],-,-,-,-,-,-
gene0419,Scaffold25,G_bin431,+,7610,8659,1050,segregation/condensation protein A,COG1354,S,scpA,K05896,segregation and condensation protein A,-,-,-,-,-,-
gene0420,Scaffold25,G_bin431,+,8656,8925,270,SMC-Scp complex subunit ScpB,-,-,scpB,K06024,segregation and condensation protein B,-,-,-,-,-,-
gene0421,Scaffold25,G_bin431,+,8958,9350,393,cupin domain-containing protein,COG0662,G,-,-,-,-,-,-,-,-,-
gene0422,Scaffold25,G_bin431,-,9910,9464,447,chemotaxis protein CheX,ENOG4111T10,S,cheX,K03409,chemotaxis protein CheX,-,-,-,-,-,-
gene0423,Scaffold25,G_bin431,-,10275,9934,342,response regulator,COG0784,T,cheY,K03413,"two-component system, chemotaxis family, chemotaxis protein CheY",-,-,-,-,-,-
gene0424,Scaffold25,G_bin431,-,11526,10345,1182,hypothetical protein,COG0643,T,-,-,-,-,-,-,-,-,-
gene0425,Scaffold26,G_bin431,+,13,219,207,UDP-glucose/GDP-mannose dehydrogenase family protein,COG1004,M,algD,K00066,GDP-mannose 6-dehydrogenase [EC:1.1.1.132],-,-,-,-,-,-
gene0426,Scaffold26,G_bin431,+,191,1525,1335,glycosyltransferase WbuB,ENOG410YBA7,M,-,-,-,GT,GT4,-,-,-,-
gene0427,Scaffold26,G_bin431,-,2575,1541,1035,cupin-like domain-containing protein,ENOG410XQDR,S,-,-,-,-,-,-,-,-,-
gene0428,Scaffold26,G_bin431,-,3387,2710,678,cupin-like domain-containing protein,ENOG410XQDR,S,-,-,-,-,-,-,-,-,-
gene0429,Scaffold26,G_bin431,+,3585,4841,1257,sodium:proton antiporter,COG0025,P,TC.CPA1,K03316,"monovalent cation:H+ antiporter, CPA1 family",-,-,-,-,-,-
gene0430,Scaffold26,G_bin431,-,5131,4844,288,tetratricopeptide repeat protein,-,-,-,-,-,-,-,-,-,-,-
gene0431,Scaffold26,G_bin431,-,6914,5823,1092,CHASE3 domain-containing protein,ENOG410XNMH,T,-,-,-,-,-,-,-,-,-
gene0432,Scaffold26,G_bin431,-,7248,7051,198,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0433,Scaffold26,G_bin431,+,7409,7852,444,LysE family translocator,COG1280,E,-,-,-,-,-,-,-,-,-
gene0434,Scaffold26,G_bin431,-,8824,7892,933,LysR family transcriptional regulator,ENOG410XNVB,K,-,-,-,-,-,adeL,AdeL is a regulator of AdeFGH in Acinetobacter baumannii. AdeL mutations are associated with AdeFGH overexpression and multidrug resistance.,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux
gene0435,Scaffold26,G_bin431,+,8939,9265,327,thioredoxin TrxA,COG0526,O,trxA,K03671,thioredoxin 1,-,-,-,-,-,-
gene0436,Scaffold26,G_bin431,+,9493,10011,519,NAD(P)H:quinone oxidoreductase,COG0655,S,wrbA,K03809,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],AA,AA6,-,-,-,-
gene0437,Scaffold26,G_bin431,+,10164,10319,156,hypothetical protein,ENOG41122RG,S,-,-,-,-,-,-,-,-,-
gene0438,Scaffold26,G_bin431,+,10321,10713,393,-,-,-,-,-,-,-,-,-,-,-,-
gene0439,Scaffold27,G_bin431,-,1062,307,756,tyrosine recombinase XerC,COG4973,L,xerC,K03733,integrase/recombinase XerC,-,-,-,-,-,-
gene0440,Scaffold27,G_bin431,+,1519,2076,558,hypothetical protein,COG1413,C,-,-,-,-,-,-,-,-,-
gene0441,Scaffold27,G_bin431,+,2073,2558,486,TonB-dependent receptor,ENOG410XWX3,S,-,-,-,-,-,-,-,-,-
gene0442,Scaffold27,G_bin431,-,2734,2516,219,-,-,-,-,-,-,-,-,-,-,-,-
gene0443,Scaffold27,G_bin431,-,4335,2890,1446,HAF repeat-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0444,Scaffold27,G_bin431,+,4467,5123,657,PDZ domain-containing protein,-,-,"degP, htrA",K04771,serine protease Do [EC:3.4.21.107],-,-,-,-,-,-
gene0445,Scaffold27,G_bin431,-,5377,5126,252,BrnA antitoxin family protein,ENOG411290X,S,-,-,-,-,-,-,-,-,-
gene0447,Scaffold27,G_bin431,+,6000,6584,585,RNA polymerase sigma factor,COG1595,K,-,-,-,-,-,-,-,-,-
gene0448,Scaffold27,G_bin431,+,6569,7150,582,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0449,Scaffold27,G_bin431,-,7610,7350,261,-,-,-,-,-,-,-,-,-,-,-,-
gene0450,Scaffold27,G_bin431,+,7620,8441,822,PDZ domain-containing protein,COG0265,O,"degP, htrA",K04771,serine protease Do [EC:3.4.21.107],-,-,-,-,-,-
gene0451,Scaffold27,G_bin431,+,8472,9623,1152,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,COG0809,J,queA,K07568,S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17],-,-,-,-,-,-
gene0452,Scaffold27,G_bin431,+,9620,10744,1125,tRNA guanosine(34) transglycosylase Tgt,COG0343,J,"tgt, QTRT1",K00773,queuine tRNA-ribosyltransferase [EC:2.4.2.29],-,-,-,-,-,-
gene0453,Scaffold27,G_bin431,+,10823,11143,321,preprotein translocase subunit YajC,COG1862,U,yajC,K03210,preprotein translocase subunit YajC,-,-,-,-,-,-
gene0454,Scaffold28,G_bin431,+,87,689,603,-,-,-,-,-,-,-,-,-,-,-,-
gene0455,Scaffold28,G_bin431,-,2553,643,1911,asparagine synthase (glutamine-hydrolyzing),COG0367,E,"asnB, ASNS",K01953,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],-,-,-,-,-,-
gene0456,Scaffold28,G_bin431,-,3406,2564,843,hypothetical protein,ENOG4111YWC,S,-,-,-,-,-,-,-,-,-
gene0457,Scaffold28,G_bin431,+,3525,3881,357,high-potential iron-sulfur protein,ENOG4111XBJ,C,-,-,-,-,-,-,-,-,-
gene0458,Scaffold28,G_bin431,+,4032,4691,660,peroxidase,COG0450,O,-,-,-,-,-,-,-,-,-
gene0459,Scaffold28,G_bin431,+,4847,5002,156,-,-,-,-,-,-,-,-,-,-,-,-
gene0460,Scaffold28,G_bin431,-,5409,4984,426,xanthine dehydrogenase family protein molybdopterin-binding subunit,COG1529,C,"coxL, cutL",K03520,aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3],-,-,-,-,-,-
gene0461,Scaffold28,G_bin431,-,5906,5406,501,(2Fe-2S)-binding protein,COG2080,C,coxS,K03518,aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3],-,-,-,-,-,-
gene0462,Scaffold28,G_bin431,+,6070,6729,660,hypothetical protein,COG2365,T,-,-,-,-,-,-,-,-,-
gene0463,Scaffold28,G_bin431,-,7584,6751,834,aldo/keto reductase family oxidoreductase,ENOG410XRV3,C,E1.1.1.65,K05275,pyridoxine 4-dehydrogenase [EC:1.1.1.65],-,-,-,-,-,-
gene0464,Scaffold28,G_bin431,+,8289,8660,372,aldose 1-epimerase,COG2017,G,"galM, GALM",K01785,aldose 1-epimerase [EC:5.1.3.3],-,-,-,-,-,-
gene0465,Scaffold28,G_bin431,+,8693,9571,879,SMP-30/gluconolactonase/LRE family protein,COG3386,G,xylC,K14274,"xylono-1,5-lactonase [EC:3.1.1.110]",-,-,-,-,-,-
gene0466,Scaffold28,G_bin431,-,10643,9582,1062,MULTISPECIES: oxidoreductase,ENOG410XRV3,C,E1.1.1.65,K05275,pyridoxine 4-dehydrogenase [EC:1.1.1.65],-,-,-,-,-,-
gene0467,Scaffold29,G_bin431,-,716,375,342,-,-,-,-,-,-,-,-,-,-,-,-
gene0468,Scaffold29,G_bin431,-,1579,743,837,-,-,-,-,-,-,-,-,-,-,-,-
gene0469,Scaffold29,G_bin431,+,1665,2486,822,ParB/RepB/Spo0J family partition protein,-,-,"parB, spo0J",K03497,"ParB family transcriptional regulator, chromosome partitioning protein",-,-,-,-,-,-
gene0470,Scaffold29,G_bin431,+,2638,2853,216,-,-,-,-,-,-,-,-,-,-,-,-
gene0471,Scaffold29,G_bin431,+,2878,3843,966,acyltransferase domain-containing protein,COG3321,Q,pksD,K15328,bacillaene synthase trans-acting acyltransferase,-,-,-,-,-,-
gene0472,Scaffold29,G_bin431,+,3846,4601,756,metallophosphoesterase,COG1409,S,-,-,-,-,-,-,-,-,-
gene0473,Scaffold29,G_bin431,-,6721,4847,1875,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0475,Scaffold29,G_bin431,-,8504,6993,1512,DNA ligase D,COG3285,L,ligD,K01971,bifunctional non-homologous end joining protein LigD [EC:6.5.1.1],-,-,-,-,-,-
gene0476,Scaffold29,G_bin431,-,9130,8525,606,type IV pilus secretin PilQ,COG4796,U,pilQ,K02666,type IV pilus assembly protein PilQ,-,-,-,-,-,-
gene0477,Scaffold29,G_bin431,-,9698,9162,537,pilus assembly protein PilP,COG3168,N;U,pilP,K02665,type IV pilus assembly protein PilP,-,-,-,-,-,-
gene0478,Scaffold29,G_bin431,-,10374,9712,663,pilus assembly protein PilO,COG3167,U,pilO,K02664,type IV pilus assembly protein PilO,-,-,-,-,-,-
gene0479,Scaffold29,G_bin431,-,10983,10375,609,PilN domain-containing protein,COG3166,U,pilN,K02663,type IV pilus assembly protein PilN,-,-,-,-,-,-
gene0480,Scaffold29,G_bin431,-,11143,10985,159,pilus assembly protein PilM,-,-,pilM,K02662,type IV pilus assembly protein PilM,-,-,-,-,-,-
gene0481,Scaffold30,G_bin431,+,9,1274,1266,pyruvate carboxylase,COG1038,C,"PC, pyc",K01958,pyruvate carboxylase [EC:6.4.1.1],-,-,-,-,-,-
gene0482,Scaffold30,G_bin431,+,1518,3107,1590,putative MFS transporter,ENOG410XQKC,G,ydjE,K08369,"MFS transporter, putative metabolite:H+ symporter",-,-,-,-,-,-
gene0483,Scaffold30,G_bin431,-,4654,3137,1518,"threonine ammonia-lyase, biosynthetic",COG1171,E,"E4.3.1.19, ilvA, tdcB",K01754,threonine dehydratase [EC:4.3.1.19],-,-,-,-,-,-
gene0484,Scaffold30,G_bin431,-,5575,4751,825,metallophosphoesterase,COG2129,S,-,-,-,-,-,-,-,-,-
gene0485,Scaffold30,G_bin431,+,5621,6427,807,hypothetical protein,ENOG410XRHY,S,-,-,-,-,-,-,-,-,-
gene0486,Scaffold30,G_bin431,-,6930,6433,498,alpha/beta hydrolase,-,-,-,-,-,-,-,-,-,-,-
gene0487,Scaffold30,G_bin431,+,7329,7523,195,-,-,-,-,-,-,-,-,-,-,-,-
gene0488,Scaffold30,G_bin431,+,7539,8519,981,NADP-dependent oxidoreductase,COG2130,S,curA,K23256,NADPH-dependent curcumin reductase [EC:1.3.1.-],-,-,-,-,-,-
gene0489,Scaffold30,G_bin431,+,8638,10023,1386,beta-lactamase family protein,COG1680,V,-,-,-,-,-,-,-,-,-
gene0490,Scaffold30,G_bin431,-,10907,10068,840,MFS transporter,COG2211,G,-,-,-,-,-,-,-,-,-
gene0491,Scaffold31,G_bin431,+,49,270,222,-,-,-,-,-,-,-,-,-,-,-,-
gene0492,Scaffold31,G_bin431,+,653,871,219,-,-,-,-,-,-,-,-,-,-,-,-
gene0493,Scaffold31,G_bin431,-,1734,967,768,SDR family oxidoreductase,ENOG410XQEM,S,-,-,-,-,-,-,-,-,-
gene0494,Scaffold31,G_bin431,+,2003,2716,714,LysR family transcriptional regulator,ENOG410XR3H,K,-,-,-,-,-,-,-,-,-
gene0495,Scaffold31,G_bin431,+,3355,3501,147,-,-,-,-,-,-,-,-,-,-,-,-
gene0496,Scaffold31,G_bin431,-,4436,4125,312,glutathione S-transferase family protein,ENOG410XRF8,O,"GST, gst",K00799,glutathione S-transferase [EC:2.5.1.18],-,-,-,-,-,-
gene0497,Scaffold31,G_bin431,+,4574,4948,375,two-component hybrid sensor and regulator,ENOG410XNMH,T,-,-,-,-,-,evgS,EvgS is a sensor protein that phosphorylates the regulatory protein EvgA. evgS corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.,fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,antibiotic efflux
gene0498,Scaffold31,G_bin431,+,5085,6998,1914,response regulator,COG2201,T,-,-,-,-,-,vanSG,vanSG is a vanS variant found in the vanG gene cluster,glycopeptide antibiotic,antibiotic target alteration
gene0499,Scaffold31,G_bin431,+,7158,7517,360,transcriptional regulator,COG1695,K,padR,K10947,"PadR family transcriptional regulator, regulatory protein PadR",-,-,-,-,-,-
gene0500,Scaffold31,G_bin431,+,7514,8125,612,DUF1700 domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0501,Scaffold31,G_bin431,-,9578,8352,1227,alpha-N-arabinofuranosidase,COG3534,G,abfA,K01209,alpha-L-arabinofuranosidase [EC:3.2.1.55],GH,GH51,-,-,-,-
gene0502,Scaffold31,G_bin431,-,10928,9663,1266,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0503,Scaffold31,G_bin431,-,11113,10970,144,-,-,-,-,-,-,-,-,-,-,-,-
gene0504,Scaffold32,G_bin431,-,2450,27,2424,endopeptidase La,COG0466,O,lon,K01338,ATP-dependent Lon protease [EC:3.4.21.53],-,-,-,-,-,-
gene0505,Scaffold32,G_bin431,-,2882,2454,429,Hsp20/alpha crystallin family protein,ENOG4111UMX,O,-,-,-,-,-,-,-,-,-
gene0506,Scaffold32,G_bin431,+,3048,3722,675,molybdate ABC transporter permease subunit,COG4149,P,modB,K02018,molybdate transport system permease protein,-,-,-,-,-,-
gene0507,Scaffold32,G_bin431,+,3730,4836,1107,molybdenum ABC transporter ATP-binding protein,COG4148,P,modC,K02017,molybdate transport system ATP-binding protein [EC:7.3.2.5],-,-,novA,"A type III ABC transporter, identified on the novobiocin biosynthetic gene cluster, involved in the transport and resistance of novobiocin.",aminocoumarin antibiotic,antibiotic efflux
gene0508,Scaffold32,G_bin431,+,4814,4954,141,-,-,-,-,-,-,-,-,-,-,-,-
gene0509,Scaffold32,G_bin431,-,6519,4906,1614,phenylacetic acid degradation bifunctional protein PaaZ,COG2030,I,paaZ,K02618,"oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]",-,-,-,-,-,-
gene0510,Scaffold32,G_bin431,-,6713,6576,138,-,-,-,-,-,-,-,-,-,-,-,-
gene0511,Scaffold32,G_bin431,+,6690,7685,996,glycosyltransferase,COG1216,M,-,-,-,GT,GT2_Glycos_transf_2,-,-,-,-
gene0512,Scaffold32,G_bin431,+,8351,8479,129,-,-,-,-,-,-,-,-,-,-,-,-
gene0513,Scaffold32,G_bin431,-,9193,8507,687,hypothetical protein,ENOG4111HMW,S,-,-,-,-,-,-,-,-,-
gene0514,Scaffold32,G_bin431,-,10279,9194,1086,glycosyltransferase family 9 protein,-,-,"waaF, rfaF",K02843,heptosyltransferase II [EC:2.4.-.-],GT,GT9,-,-,-,-
gene0515,Scaffold32,G_bin431,-,10605,10306,300,glycosyltransferase,-,-,-,-,-,-,-,-,-,-,-
gene0516,Scaffold33,G_bin431,-,1135,245,891,peptide chain release factor N(5)-glutamine methyltransferase,COG2890,J,"hemK, prmC, HEMK",K02493,release factor glutamine methyltransferase [EC:2.1.1.297],-,-,-,-,-,-
gene0517,Scaffold33,G_bin431,+,1156,1965,810,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
