Gene ID,Location,Genome,Strand,Start,End,Length (bp),NR Description,COG ID,COG Type,Gene Name,KO ID,KO Description,Family,Class,ARO Name,ARO Description,Drug_class,Resistance_mechanism
gene0421,Scaffold21,G_bin22,+,12555,13325,771,MULTISPECIES: SDR family oxidoreductase,ENOG410Z0X5,S,-,-,-,-,-,-,-,-,-
gene0422,Scaffold21,G_bin22,-,13639,13514,126,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0423,Scaffold22,G_bin22,+,12,1490,1479,sensor histidine kinase,ENOG410XNMH,T,mtrB,K07654,"two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]",-,-,smeS,smeS is the protein kinase sensor component of a two component signal transduction system that includes smeR,aminoglycoside antibiotic;cephalosporin;cephamycin;penam,antibiotic efflux
gene0424,Scaffold22,G_bin22,+,1496,3235,1740,MULTISPECIES: GerMN domain-containing protein,ENOG4111S85,S,-,-,-,-,-,-,-,-,-
gene0425,Scaffold22,G_bin22,+,3308,4051,744,ComF family protein,COG1040,S,-,-,-,-,-,-,-,-,-
gene0426,Scaffold22,G_bin22,-,4552,4412,141,-,-,-,-,-,-,-,-,-,-,-,-
gene0427,Scaffold22,G_bin22,+,4567,5193,627,ribosome-associated translation inhibitor RaiA,COG1544,J,-,-,-,-,-,-,-,-,-
gene0428,Scaffold22,G_bin22,+,5302,5925,624,response regulator transcription factor,COG2197,T,-,-,-,-,-,-,-,-,-
gene0429,Scaffold22,G_bin22,+,5966,7180,1215,winged helix-turn-helix domain-containing protein,COG3214,S,K09927,K09927,uncharacterized protein,-,-,-,-,-,-
gene0430,Scaffold22,G_bin22,+,7224,7634,411,nucleoside-diphosphate kinase,COG0105,F,"ndk, NME",K00940,nucleoside-diphosphate kinase [EC:2.7.4.6],-,-,-,-,-,-
gene0431,Scaffold22,G_bin22,+,7771,8802,1032,rod shape-determining protein MreB,COG1077,D,mreB,K03569,rod shape-determining protein MreB and related proteins,-,-,-,-,-,-
gene0432,Scaffold22,G_bin22,+,8816,9793,978,rod shape-determining protein MreC,COG1792,M,mreC,K03570,rod shape-determining protein MreC,-,-,-,-,-,-
gene0433,Scaffold22,G_bin22,+,9790,10398,609,rod shape-determining protein MreD,-,-,-,-,-,-,-,-,-,-,-
gene0434,Scaffold22,G_bin22,+,10419,12506,2088,penicillin-binding protein 2,COG0768,M,mrdA,K05515,penicillin-binding protein 2 [EC:3.4.16.4],-,-,-,-,-,-
gene0435,Scaffold23,G_bin22,-,2648,693,1956,protein kinase,COG0515,T,pknG,K14949,serine/threonine-protein kinase PknG [EC:2.7.11.1],-,-,-,-,-,-
gene0436,Scaffold23,G_bin22,+,2620,2889,270,-,-,-,-,-,-,-,-,-,-,-,-
gene0437,Scaffold23,G_bin22,-,4063,2930,1134,hypothetical protein,ENOG4111M91,S,-,-,-,-,-,-,-,-,-
gene0438,Scaffold23,G_bin22,-,5223,4060,1164,hypothetical protein,ENOG4110SG5,S,-,-,-,-,-,-,-,-,-
gene0439,Scaffold23,G_bin22,-,5735,5220,516,hypothetical protein,ENOG4111TEV,S,-,-,-,-,-,-,-,-,-
gene0440,Scaffold23,G_bin22,-,6992,5748,1245,toxic anion resistance protein,COG3853,P,-,-,-,-,-,-,-,-,-
gene0441,Scaffold23,G_bin22,-,7682,7056,627,hypothetical protein,COG2364,S,-,-,-,-,-,-,-,-,-
gene0442,Scaffold23,G_bin22,+,7751,9244,1494,MULTISPECIES: aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,COG1167,K,-,-,-,-,-,-,-,-,-
gene0443,Scaffold23,G_bin22,-,10888,9272,1617,phosphoglycerate dehydrogenase,COG0111,E,"serA, PHGDH",K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399],-,-,vanHD,vanHD is a vanH variant in the vanD gene cluster,glycopeptide antibiotic,antibiotic target alteration
gene0444,Scaffold23,G_bin22,+,11068,11973,906,ATP-binding cassette domain-containing protein,COG1131,V,ABC-2.A,K01990,ABC-2 type transport system ATP-binding protein,-,-,bcrA,bcrA is an ABC transporter found in Bacillus licheniformis that confers bacitracin resistance,peptide antibiotic,antibiotic efflux
gene0445,Scaffold23,G_bin22,-,12097,11927,171,-,-,-,-,-,-,-,-,-,-,-,-
gene0446,Scaffold23,G_bin22,+,12087,12791,705,ABC transporter permease subunit,-,-,-,-,-,-,-,-,-,-,-
gene0447,Scaffold23,G_bin22,-,13534,12824,711,DsbA family oxidoreductase,COG2761,Q,-,-,-,-,-,-,-,-,-
gene0448,Scaffold24,G_bin22,-,801,238,564,PadR family transcriptional regulator,COG1695,K,-,-,-,-,-,-,-,-,-
gene0449,Scaffold24,G_bin22,+,931,3228,2298,transglycosylase domain-containing protein,COG0744,M,-,-,-,-,-,-,-,-,-
gene0450,Scaffold24,G_bin22,+,3225,4640,1416,DUF2029 domain-containing protein,COG5650,S,-,-,-,-,-,-,-,-,-
gene0451,Scaffold24,G_bin22,-,5665,4598,1068,alanine racemase,ENOG4111HHT,E,-,-,-,-,-,-,-,-,-
gene0452,Scaffold24,G_bin22,-,6791,5670,1122,peptidoglycan bridge formation glycyltransferase FemA/FemB family protein,COG2348,V,-,-,-,-,-,vanKI,VanKI is a peptidoglycan bridge formation protein also known as FemAB that is part of the VanI glycopeptide resistance gene cluster.,glycopeptide antibiotic,antibiotic target alteration
gene0453,Scaffold24,G_bin22,+,6913,7506,594,helix-turn-helix domain-containing protein,ENOG4111U4V,K,-,-,-,-,-,-,-,-,-
gene0454,Scaffold24,G_bin22,+,7503,8735,1233,MFS transporter,ENOG4111AWK,G,-,-,-,-,-,tet(V),TetV is a tetracycline efflux protein that has been found in Mycolicibacterium smegmatis and Mycolicibacterium fortuitum.,tetracycline antibiotic,antibiotic efflux
gene0455,Scaffold24,G_bin22,-,9530,8718,813,deoxyribonuclease IV,COG0648,L,nfo,K01151,deoxyribonuclease IV [EC:3.1.21.2],-,-,-,-,-,-
gene0456,Scaffold24,G_bin22,-,9957,9514,444,Glyoxalase/bleomycin resistance protein/dioxygenase,COG2764,S,-,-,-,-,-,-,-,-,-
gene0457,Scaffold24,G_bin22,+,10135,10437,303,30S ribosomal protein S6,COG0360,J,"RP-S6, MRPS6, rpsF",K02990,small subunit ribosomal protein S6,-,-,-,-,-,-
gene0458,Scaffold24,G_bin22,+,10524,11066,543,single-stranded DNA-binding protein,COG0629,L,ssb,K03111,single-strand DNA-binding protein,-,-,-,-,-,-
gene0459,Scaffold24,G_bin22,+,11139,11378,240,30S ribosomal protein S18,COG0238,J,"RP-S18, MRPS18, rpsR",K02963,small subunit ribosomal protein S18,-,-,-,-,-,-
gene0460,Scaffold24,G_bin22,+,11399,11845,447,50S ribosomal protein L9,COG0359,J,"RP-L9, MRPL9, rplI",K02939,large subunit ribosomal protein L9,-,-,-,-,-,-
gene0461,Scaffold24,G_bin22,-,12280,11948,333,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0462,Scaffold25,G_bin22,+,49,411,363,MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,COG0154,J,"gatA, QRSL1",K02433,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7],-,-,-,-,-,-
gene0463,Scaffold25,G_bin22,+,408,1916,1509,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,COG0064,J,"gatB, PET112",K02434,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7],-,-,-,-,-,-
gene0464,Scaffold25,G_bin22,+,2135,3280,1146,terpene cyclase/mutase family protein,ENOG410ZNND,S,-,-,-,-,-,-,-,-,-
gene0465,Scaffold25,G_bin22,+,3265,3882,618,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0466,Scaffold25,G_bin22,+,3879,4988,1110,energy-coupling factor transporter transmembrane protein EcfT,COG0619,P,ecfT,K16785,energy-coupling factor transport system permease protein,-,-,-,-,-,-
gene0467,Scaffold25,G_bin22,+,4985,6598,1614,ABC transporter ATP-binding protein,COG1122,P,ecfA1,K16786,energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],-,-,oleC,oleC is an ABC transporter isolated from Streptomyces antibioticus and is involved in oleandomycin secretion.,macrolide antibiotic,antibiotic efflux
gene0468,Scaffold25,G_bin22,+,6595,7488,894,ECF transporter S component,ENOG4111HF6,S,cbrT,K16927,energy-coupling factor transport system substrate-specific component,-,-,-,-,-,-
gene0469,Scaffold25,G_bin22,-,8641,7478,1164,PQQ-dependent sugar dehydrogenase,COG2133,G,-,-,-,-,-,-,-,-,-
gene0470,Scaffold25,G_bin22,-,9552,8638,915,alpha/beta hydrolase,ENOG410XTZH,S,-,-,-,CE,CE1,-,-,-,-
gene0471,Scaffold25,G_bin22,-,10514,9612,903,EamA family transporter,COG5006,S,rhtA,K11939,inner membrane transporter RhtA,-,-,-,-,-,-
gene0472,Scaffold25,G_bin22,+,10598,11671,1074,exo-alpha-sialidase,ENOG410ZVCB,S,-,-,-,GH,GH33,-,-,-,-
gene0473,Scaffold25,G_bin22,+,11684,12943,1260,MFS transporter,ENOG410ZVHM,G,-,-,-,-,-,norA,"NorA is a multidrug efflux pump in Staphylococcus aureus that confers resistance to fluoroquinolones and other structurally unrelated antibiotics like acriflavine. It shares 30% similarity with NorA, and is a structural homolog of Bmr of Bacillus subtilis. It is regulated by arlRS and mgrA, the latter also known as NorR.",acridine dye;fluoroquinolone antibiotic,antibiotic efflux
gene0474,Scaffold26,G_bin22,+,677,874,198,hypothetical protein,ENOG410Z171,S,-,-,-,-,-,-,-,-,-
gene0475,Scaffold26,G_bin22,-,1390,899,492,YajQ family cyclic di-GMP-binding protein,COG1666,S,yajQ,K09767,cyclic-di-GMP-binding protein,-,-,-,-,-,-
gene0477,Scaffold26,G_bin22,-,2130,1657,474,nitroreductase family deazaflavin-dependent oxidoreductase,ENOG41128BC,S,-,-,-,-,-,-,-,-,-
gene0478,Scaffold26,G_bin22,-,2881,2165,717,MULTISPECIES: hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0479,Scaffold26,G_bin22,-,3562,2891,672,hypothetical protein,COG5473,S,-,-,-,-,-,-,-,-,-
gene0480,Scaffold26,G_bin22,+,3613,4704,1092,pirin family protein,COG1741,S,PIR,K06911,"quercetin 2,3-dioxygenase [EC:1.13.11.24]",-,-,-,-,-,-
gene0481,Scaffold26,G_bin22,+,4781,5314,534,DNA-3-methyladenine glycosylase I,COG2818,L,tag,K01246,DNA-3-methyladenine glycosylase I [EC:3.2.2.20],-,-,-,-,-,-
gene0482,Scaffold26,G_bin22,+,5311,5688,378,CidA/LrgA family protein,COG1380,S,-,-,-,-,-,-,-,-,-
gene0483,Scaffold26,G_bin22,+,5688,6419,732,MULTISPECIES: LrgB family protein,COG1346,M,-,-,-,-,-,-,-,-,-
gene0484,Scaffold26,G_bin22,+,6466,7869,1404,amidase,COG0154,J,"E3.5.1.4, amiE",K01426,amidase [EC:3.5.1.4],-,-,-,-,-,-
gene0487,Scaffold26,G_bin22,+,8187,8357,171,MULTISPECIES: 50S ribosomal protein L33,COG0267,J,"RP-L33, MRPL33, rpmG",K02913,large subunit ribosomal protein L33,-,-,-,-,-,-
gene0488,Scaffold26,G_bin22,+,8493,8891,399,MaoC family dehydratase N-terminal domain-containing protein,ENOG41100DG,S,-,-,-,-,-,-,-,-,-
gene0489,Scaffold26,G_bin22,+,8888,9286,399,MaoC family dehydratase N-terminal domain-containing protein,COG2030,I,-,-,-,-,-,-,-,-,-
gene0490,Scaffold26,G_bin22,+,9276,10457,1182,UDP-N-acetylmuramate dehydrogenase,COG0812,M,murB,K00075,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],-,-,-,-,-,-
gene0491,Scaffold26,G_bin22,-,10810,10499,312,DUF4190 domain-containing protein,ENOG410Z78Z,S,-,-,-,-,-,-,-,-,-
gene0492,Scaffold26,G_bin22,-,11940,10900,1041,adenosine deaminase,COG1816,F,"add, ADA",K01488,adenosine deaminase [EC:3.5.4.4],-,-,-,-,-,-
gene0494,Scaffold26,G_bin22,+,12188,12451,264,preprotein translocase subunit SecE,-,-,secE,K03073,preprotein translocase subunit SecE,-,-,-,-,-,-
gene0495,Scaffold27,G_bin22,+,1871,2536,666,TrkA family potassium uptake protein,COG0569,P,"trkA, ktrA",K03499,trk system potassium uptake protein,-,-,-,-,-,-
gene0496,Scaffold27,G_bin22,+,2576,3217,642,MULTISPECIES: TrkA family potassium uptake protein,COG0569,P,"trkA, ktrA",K03499,trk system potassium uptake protein,-,-,-,-,-,-
gene0497,Scaffold27,G_bin22,-,4007,3222,786,putative conserved integral membrane alanine and leucine rich protein,-,-,-,-,-,-,-,-,-,-,-
gene0498,Scaffold27,G_bin22,-,4360,4004,357,OB-fold nucleic acid binding domain-containing protein,ENOG4111VN7,S,-,-,-,-,-,-,-,-,-
gene0499,Scaffold27,G_bin22,-,5048,4365,684,DUF3710 domain-containing protein,ENOG4111Q1S,S,-,-,-,-,-,-,-,-,-
gene0500,Scaffold27,G_bin22,-,5545,5045,501,MULTISPECIES: dUTP diphosphatase,COG0756,F,"dut, DUT",K01520,dUTP pyrophosphatase [EC:3.6.1.23],-,-,-,-,-,-
gene0501,Scaffold27,G_bin22,+,5597,6070,474,DUF3093 domain-containing protein,ENOG411286I,S,-,-,-,-,-,-,-,-,-
gene0502,Scaffold27,G_bin22,-,6279,6067,213,-,-,-,-,-,-,-,-,-,-,-,-
gene0503,Scaffold27,G_bin22,+,6248,6388,141,DUF4235 domain-containing protein,ENOG410XV33,S,-,-,-,-,-,-,-,-,-
gene0504,Scaffold27,G_bin22,-,6701,6411,291,MULTISPECIES: DUF4193 domain-containing protein,ENOG4111QMH,S,-,-,-,-,-,-,-,-,-
gene0505,Scaffold27,G_bin22,-,7642,6821,822,inositol monophosphatase,COG0483,G,"E3.1.3.25, IMPA, suhB",K01092,myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25],-,-,-,-,-,-
gene0506,Scaffold27,G_bin22,-,8921,7635,1287,MULTISPECIES: ferrochelatase,COG0276,H,"hemH, FECH",K01772,protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9],-,-,-,-,-,-
gene0507,Scaffold27,G_bin22,+,8890,10074,1185,FAD-binding protein,COG0277,C,K05888,K05888,"L-gulono-1,4-lactone dehydrogenase [EC:1.1.2.-]",AA,AA7,-,-,-,-
gene0508,Scaffold27,G_bin22,+,10174,11160,987,DUF3071 domain-containing protein,ENOG410XSMI,S,-,-,-,-,-,-,-,-,-
gene0509,Scaffold27,G_bin22,-,12067,11135,933,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0510,Scaffold28,G_bin22,+,184,384,201,-,-,-,-,-,-,-,-,-,-,-,-
gene0511,Scaffold28,G_bin22,-,1230,367,864,SURF1 family protein,ENOG4111U1Z,S,-,-,-,-,-,-,-,-,-
gene0512,Scaffold28,G_bin22,+,1328,2908,1581,acyl-CoA synthetase,COG0318,I;Q,"ACSL, fadD",K01897,long-chain acyl-CoA synthetase [EC:6.2.1.3],-,-,-,-,-,-
gene0513,Scaffold28,G_bin22,-,3362,2964,399,MULTISPECIES: aminoacyl-tRNA hydrolase,COG1186,J,yaeJ,K15034,ribosome-associated protein,-,-,-,-,-,-
gene0514,Scaffold28,G_bin22,+,3420,3749,330,TraR/DksA C4-type zinc finger protein,ENOG411231W,K,-,-,-,-,-,-,-,-,-
gene0515,Scaffold28,G_bin22,-,3922,3767,156,-,-,-,-,-,-,-,-,-,-,-,-
gene0516,Scaffold28,G_bin22,-,4890,3952,939,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0517,Scaffold28,G_bin22,-,5771,4953,819,SIP domain-containing protein,COG2375,P,-,-,-,-,-,-,-,-,-
gene0518,Scaffold28,G_bin22,-,6684,5836,849,NAD(P)H-binding protein,ENOG410ZHBJ,S,-,-,-,-,-,-,-,-,-
gene0519,Scaffold28,G_bin22,-,7712,6681,1032,DUF21 domain-containing protein,COG1253,P,-,-,-,-,-,-,-,-,-
gene0520,Scaffold28,G_bin22,-,9103,7712,1392,DUF21 domain-containing protein,COG1253,P,-,-,-,-,-,-,-,-,-
gene0521,Scaffold28,G_bin22,+,9173,9307,135,-,-,-,-,-,-,-,-,-,-,-,-
gene0522,Scaffold28,G_bin22,-,9592,9353,240,class I SAM-dependent methyltransferase,-,-,-,-,-,-,-,-,-,-,-
gene0523,Scaffold28,G_bin22,+,9561,9692,132,-,-,-,-,-,-,-,-,-,-,-,-
gene0524,Scaffold28,G_bin22,+,9751,9885,135,helix-turn-helix domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0525,Scaffold28,G_bin22,-,10476,9901,576,MULTISPECIES: PIN domain-containing protein,ENOG4111JGF,S,-,-,-,-,-,-,-,-,-
gene0526,Scaffold28,G_bin22,-,10971,10480,492,MULTISPECIES: helix-turn-helix domain-containing protein,ENOG4112298,L,-,-,-,-,-,-,-,-,-
gene0527,Scaffold28,G_bin22,-,11447,11055,393,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0528,Scaffold28,G_bin22,-,12385,11444,942,ATP/GTP-binding protein,ENOG410YYTY,S,-,-,-,-,-,-,-,-,-
gene0529,Scaffold29,G_bin22,+,298,1461,1164,MFS transporter,ENOG410Z6XG,G,-,-,-,-,-,-,-,-,-
gene0530,Scaffold29,G_bin22,+,1458,2066,609,DinB family protein,ENOG4111HFZ,S,-,-,-,-,-,-,-,-,-
gene0531,Scaffold29,G_bin22,-,2819,2094,726,MULTISPECIES: DUF421 domain-containing protein,ENOG4111NUY,S,-,-,-,-,-,-,-,-,-
gene0532,Scaffold29,G_bin22,+,2793,3359,567,dienelactone hydrolase family protein,COG0412,Q,-,-,-,-,-,-,-,-,-
gene0533,Scaffold29,G_bin22,+,3415,4053,639,response regulator transcription factor,COG2197,T,-,-,-,-,-,-,-,-,-
gene0534,Scaffold29,G_bin22,-,4896,4066,831,universal stress protein,COG0589,T,-,-,-,-,-,-,-,-,-
gene0535,Scaffold29,G_bin22,+,4877,4993,117,-,-,-,-,-,-,-,-,-,-,-,-
gene0536,Scaffold29,G_bin22,-,6705,5116,1590,GAF domain-containing sensor histidine kinase,COG4585,T,-,-,-,-,-,-,-,-,-
gene0537,Scaffold29,G_bin22,-,7162,6767,396,pyridoxamine 5'-phosphate oxidase family protein,ENOG4111NBV,S,-,-,-,-,-,-,-,-,-
gene0538,Scaffold29,G_bin22,-,9772,7250,2523,glycoside hydrolase family 65 protein,COG1554,G,treP,K05342,"alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]",GH,GH65,-,-,-,-
gene0539,Scaffold29,G_bin22,-,10509,9769,741,beta-phosphoglucomutase family hydrolase,COG0637,S,-,-,-,-,-,-,-,-,-
gene0540,Scaffold29,G_bin22,-,11332,10544,789,MULTISPECIES: ABC transporter permease,COG0842,V,-,-,-,-,-,tetB(58),"Tetracycline resistant TetB(58) efflux pump found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.",tetracycline antibiotic,antibiotic efflux
gene0541,Scaffold29,G_bin22,-,12333,11374,960,ATP-binding cassette domain-containing protein,COG1131,V,ABC-2.A,K01990,ABC-2 type transport system ATP-binding protein,-,-,tetA(58),"TetA(58) is a Tetracycline efflux pump described in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.",tetracycline antibiotic,antibiotic efflux
gene0542,Scaffold30,G_bin22,+,577,2823,2247,TonB-dependent receptor,ENOG410YTNS,P,-,-,-,-,-,-,-,-,-
gene0543,Scaffold30,G_bin22,-,4410,2830,1581,alpha/beta hydrolase,ENOG410XPNP,S,-,-,-,-,-,-,-,-,-
gene0544,Scaffold30,G_bin22,-,5605,4427,1179,DNA polymerase III subunit delta',COG0470,L,holB,K02341,DNA polymerase III subunit delta' [EC:2.7.7.7],-,-,-,-,-,-
gene0545,Scaffold30,G_bin22,-,5862,5602,261,-,-,-,-,-,-,-,-,-,-,-,-
gene0546,Scaffold30,G_bin22,+,5930,6472,543,hypothetical protein,ENOG4112295,S,-,-,-,-,-,-,-,-,-
gene0547,Scaffold30,G_bin22,-,6776,6477,300,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0548,Scaffold30,G_bin22,-,6988,6773,216,hypothetical protein,ENOG410ZV6Q,S,-,-,-,-,-,-,-,-,-
gene0549,Scaffold30,G_bin22,-,7592,6999,594,N-formylglutamate amidohydrolase,-,-,-,-,-,-,-,-,-,-,-
gene0550,Scaffold30,G_bin22,+,7557,7874,318,-,-,-,-,-,-,-,-,-,-,-,-
gene0551,Scaffold30,G_bin22,+,7920,9425,1506,fused MFS/spermidine synthase,ENOG410XSNI,S,-,-,-,-,-,-,-,-,-
gene0552,Scaffold30,G_bin22,-,11619,9457,2163,DEAD/DEAH box helicase,COG0514,L,recQ,K03654,ATP-dependent DNA helicase RecQ [EC:3.6.4.12],-,-,-,-,-,-
gene0553,Scaffold30,G_bin22,-,12276,11692,585,SDR family oxidoreductase,COG1028,S,-,-,-,-,-,-,-,-,-
gene0554,Scaffold31,G_bin22,+,2,163,162,acyl-CoA dehydrogenase family protein,ENOG410XT9E,I,-,-,-,-,-,-,-,-,-
gene0555,Scaffold31,G_bin22,+,163,1131,969,acyl-CoA dehydrogenase family protein,ENOG410XP8P,I,"ACADM, acd",K00249,acyl-CoA dehydrogenase [EC:1.3.8.7],-,-,-,-,-,-
gene0556,Scaffold31,G_bin22,+,1119,1292,174,Na+/H+ antiporter NhaA,COG3004,P,-,-,-,-,-,-,-,-,-
gene0557,Scaffold31,G_bin22,+,1450,1926,477,DoxX family protein,COG2259,S,K15977,K15977,putative oxidoreductase,-,-,-,-,-,-
gene0558,Scaffold31,G_bin22,-,3508,2030,1479,rifampin monooxygenase,COG0654,C;H,-,-,-,-,-,iri,iri is a monooxygenase that confers resistance to rifampin found in Rhodococcus hoagii,rifamycin antibiotic,antibiotic inactivation
gene0559,Scaffold31,G_bin22,-,5241,3673,1569,peptide chain release factor 3,COG4108,J,prfC,K02837,peptide chain release factor 3,-,-,tetT,Tet(T) is a ribosomal protection protein of streptococci. It is similar to Tet(Q).,tetracycline antibiotic,antibiotic target protection
gene0560,Scaffold31,G_bin22,-,5719,5306,414,MerR family transcriptional regulator,COG0789,K,-,-,-,-,-,-,-,-,-
gene0561,Scaffold31,G_bin22,+,5863,9444,3582,alanine--tRNA ligase,COG0013,J,"AARS, alaS",K01872,alanyl-tRNA synthetase [EC:6.1.1.7],-,-,-,-,-,-
gene0562,Scaffold31,G_bin22,+,9441,9941,501,Holliday junction resolvase RuvX,COG0816,L,ruvX,K07447,putative holliday junction resolvase [EC:3.1.-.-],-,-,-,-,-,-
gene0563,Scaffold31,G_bin22,+,9938,11104,1167,endolytic transglycosylase MltG,COG1559,S,K07082,K07082,UPF0755 protein,-,-,-,-,-,-
gene0564,Scaffold31,G_bin22,+,11133,11960,828,shikimate dehydrogenase,COG0169,E,aroE,K00014,shikimate dehydrogenase [EC:1.1.1.25],-,-,-,-,-,-
gene0565,Scaffold32,G_bin22,-,2430,1579,852,zinc-binding dehydrogenase,COG0604,C,"qor, CRYZ",K00344,NADPH:quinone reductase [EC:1.6.5.5],-,-,-,-,-,-
gene0566,Scaffold32,G_bin22,+,2440,2634,195,-,-,-,-,-,-,-,-,-,-,-,-
gene0567,Scaffold32,G_bin22,+,2685,4376,1692,alkaline phosphatase D family protein,COG3540,P,phoD,K01113,alkaline phosphatase D [EC:3.1.3.1],-,-,-,-,-,-
gene0568,Scaffold32,G_bin22,+,4380,5672,1293,alkaline phosphatase family protein,ENOG410YH2K,S,-,-,-,-,-,-,-,-,-
gene0569,Scaffold32,G_bin22,+,5735,6427,693,pirin family protein,COG1741,S,PIR,K06911,"quercetin 2,3-dioxygenase [EC:1.13.11.24]",-,-,-,-,-,-
gene0570,Scaffold32,G_bin22,-,7396,6467,930,YegS/Rv2252/BmrU family lipid kinase,COG1597,I,-,-,-,-,-,-,-,-,-
gene0571,Scaffold32,G_bin22,-,8895,7393,1503,FAD-binding protein,COG0277,C,"AGPS, agpS",K00803,alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26],AA,AA7,-,-,-,-
gene0572,Scaffold32,G_bin22,+,9036,9641,606,TetR family transcriptional regulator,ENOG4111PAC,K,-,-,-,-,-,-,-,-,-
gene0573,Scaffold32,G_bin22,+,9638,11209,1572,glycerol-3-phosphate dehydrogenase/oxidase,COG0578,C,"glpA, glpD",K00111,glycerol-3-phosphate dehydrogenase [EC:1.1.5.3],-,-,-,-,-,-
gene0574,Scaffold32,G_bin22,-,11944,11246,699,DUF2332 family protein,COG4427,S,-,-,-,-,-,-,-,-,-
gene0575,Scaffold33,G_bin22,-,1085,783,303,-,-,-,-,-,-,-,-,-,-,-,-
gene0576,Scaffold33,G_bin22,-,3205,1100,2106,NAD-dependent DNA ligase LigA,COG0272,L,"E6.5.1.2, ligA, ligB",K01972,DNA ligase (NAD+) [EC:6.5.1.2],-,-,-,-,-,-
gene0577,Scaffold33,G_bin22,+,3309,3932,624,alpha/beta fold hydrolase,ENOG4111KTJ,S,-,-,-,-,-,-,-,-,-
gene0578,Scaffold33,G_bin22,-,4958,3942,1017,methionine synthase,ENOG410XYJG,S,-,-,-,-,-,-,-,-,-
gene0579,Scaffold33,G_bin22,-,6109,4958,1152,tRNA 2-thiouridine(34) synthase MnmA,COG0482,J,"mnmA, trmU",K00566,tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13],-,-,-,-,-,-
gene0580,Scaffold33,G_bin22,-,7256,6120,1137,aminotransferase class V-fold PLP-dependent enzyme,COG1104,E,"iscS, NFS1",K04487,cysteine desulfurase [EC:2.8.1.7],-,-,-,-,-,-
gene0581,Scaffold33,G_bin22,-,8621,7398,1224,MFS transporter,ENOG4111HEB,G,-,-,-,-,-,-,-,-,-
gene0582,Scaffold33,G_bin22,-,9733,8618,1116,glutamate 5-kinase,COG0263,E,proB,K00931,glutamate 5-kinase [EC:2.7.2.11],-,-,-,-,-,-
gene0583,Scaffold33,G_bin22,-,11255,9726,1530,GTPase ObgE,COG0536,S,"obgE, cgtA, MTG2",K03979,GTPase [EC:3.6.5.-],-,-,-,-,-,-
gene0584,Scaffold33,G_bin22,+,11224,11400,177,-,-,-,-,-,-,-,-,-,-,-,-
gene0585,Scaffold33,G_bin22,-,11675,11418,258,50S ribosomal protein L27,COG0211,J,"RP-L27, MRPL27, rpmA",K02899,large subunit ribosomal protein L27,-,-,-,-,-,-
gene0586,Scaffold34,G_bin22,+,802,1494,693,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0587,Scaffold34,G_bin22,+,1455,1841,387,hypothetical protein,ENOG41123I8,S,-,-,-,-,-,-,-,-,-
gene0588,Scaffold34,G_bin22,-,3410,1887,1524,leucyl aminopeptidase,COG0260,E,"CARP, pepA",K01255,leucyl aminopeptidase [EC:3.4.11.1],-,-,-,-,-,-
gene0589,Scaffold34,G_bin22,+,3477,4565,1089,aminomethyltransferase,COG0404,E,"gcvT, AMT",K00605,aminomethyltransferase [EC:2.1.2.10],-,-,-,-,-,-
gene0590,Scaffold34,G_bin22,+,4602,4874,273,hypothetical protein,ENOG410XVNH,S,-,-,-,-,-,-,-,-,-
gene0591,Scaffold34,G_bin22,+,4879,5673,795,thymidylate synthase,COG0207,F,"thyA, TYMS",K00560,thymidylate synthase [EC:2.1.1.45],-,-,-,-,-,-
